customer_id,product_id
C484906,F158834
C969229,E904489
C432473,E878861
C236193,E221897
C611351,E803312
C436194,F934264
C665592,F115993
C166014,F677518
C236193,F602132
C056830,F921856
C379757,F954886
C090177,E889653
C090177,E135525
C434654,E758884
C674108,F279132
C705528,F278795
C206683,F881488
C212813,E373443
C790478,E135525
C790478,F332719
C443086,F981200
C291440,E780520
C802674,F247585
C260296,F819973
C206683,F767053
C494936,F340116
C771561,F059070
C236645,E632866
C064424,F666533
C287422,E539656
C843828,E745493
C000265,E368560
C609883,F070984
C899205,E080743
C392049,E746564
C301677,E273993
C693966,F602132
C969229,E381729
C060699,F845862
C068537,E977238
C843828,E954193
C899205,E006150
C753885,F247585
C665592,F777839
C287422,F934264
C885196,F740900
C885196,F185897
C824793,F602132
C249775,E632866
C509737,E226708
C379757,F278795
C137466,E390562
C347904,F553078
C324111,F390732
C969229,E803312
C434654,F962475
C287422,F677518
C238991,E030825
C650537,F962475
C434654,F278795
C790478,E390562
C266760,F819973
C659434,E780520
C486555,E355588
C213784,E889653
C873573,F279132
C843828,F962475
C443086,F602132
C802674,F655750
C484906,E316615
C555149,E539656
C266760,E390562
C343615,F848916
C249775,F278795
C619053,F602132
C273564,E108919
C757757,F845862
C034310,E539656
C957608,E226708
C273564,E430180
C357756,F158834
C619053,E331555
C612543,F845862
C000265,E977238
C887583,F423953
C609883,F981200
C946153,E030825
C665592,F926980
C402284,F553078
C353697,E758884
C824793,F962475
C802674,F674217
C034310,E381729
C659434,E430180
C261030,F718973
C912310,E758884
C064424,F057796
C095115,E089721
C287422,E089721
C757757,F674217
