rnt0000,prd0960,cust0105
rnt0001,prd0585,cust0120
rnt0002,prd0512,cust0740
rnt0003,prd0518,cust0890
rnt0004,prd0727,cust0122
rnt0005,prd0695,cust0619
rnt0006,prd0968,cust0938
rnt0007,prd0655,cust0824
rnt0008,prd0016,cust0956
rnt0009,prd0005,cust0840
rnt0010,prd0699,cust0352
rnt0011,prd0227,cust0718
rnt0012,prd0913,cust0612
rnt0013,prd0183,cust0631
rnt0014,prd0588,cust0319
rnt0015,prd0427,cust0258
rnt0016,prd0020,cust0651
rnt0017,prd0885,cust0644
rnt0018,prd0555,cust0136
rnt0019,prd0787,cust0136
rnt0020,prd0121,cust0217
rnt0021,prd0553,cust0887
rnt0022,prd0061,cust0579
rnt0023,prd0859,cust0131
rnt0024,prd0874,cust0866
rnt0025,prd0289,cust0272
rnt0026,prd0056,cust0475
rnt0027,prd0715,cust0086
rnt0028,prd0446,cust0388
rnt0029,prd0034,cust0131
rnt0030,prd0531,cust0982
rnt0031,prd0782,cust0000
rnt0032,prd0640,cust0333
rnt0033,prd0599,cust0293
rnt0034,prd0843,cust0692
rnt0035,prd0220,cust0812
rnt0036,prd0223,cust0222
rnt0037,prd0484,cust0557
rnt0038,prd0146,cust0167
rnt0039,prd0821,cust0746
rnt0040,prd0661,cust0504
rnt0041,prd0312,cust0478
rnt0042,prd0461,cust0941
rnt0043,prd0658,cust0929
rnt0044,prd0572,cust0875
rnt0045,prd0414,cust0270
rnt0046,prd0434,cust0310
rnt0047,prd0476,cust0730
rnt0048,prd0823,cust0181
rnt0049,prd0480,cust0320
rnt0050,prd0852,cust0335
rnt0051,prd0550,cust0636
rnt0052,prd0468,cust0004
rnt0053,prd0531,cust0522
rnt0054,prd0604,cust0576
rnt0055,prd0362,cust0346
rnt0056,prd0635,cust0773
rnt0057,prd0872,cust0760
rnt0058,prd0168,cust0027
rnt0059,prd0861,cust0255
rnt0060,prd0129,cust0803
rnt0061,prd0274,cust0622
rnt0062,prd0520,cust0382
rnt0063,prd0044,cust0384
rnt0064,prd0991,cust0863
rnt0065,prd0994,cust0575
rnt0066,prd0210,cust0120
rnt0067,prd0094,cust0984
rnt0068,prd0957,cust0135
rnt0069,prd0949,cust0203
rnt0070,prd0058,cust0920
rnt0071,prd0982,cust0390
rnt0072,prd0673,cust0606
rnt0073,prd0902,cust0070
rnt0074,prd0220,cust0551
rnt0075,prd0962,cust0126
rnt0076,prd0006,cust0619
rnt0077,prd0617,cust0144
rnt0078,prd0719,cust0985
rnt0079,prd0974,cust0038
rnt0080,prd0659,cust0323
rnt0081,prd0213,cust0720
rnt0082,prd0738,cust0457
rnt0083,prd0263,cust0799
rnt0084,prd0782,cust0694
rnt0085,prd0312,cust0967
rnt0086,prd0481,cust0938
rnt0087,prd0668,cust0357
rnt0088,prd0530,cust0296
rnt0089,prd0176,cust0405
rnt0090,prd0551,cust0871
rnt0091,prd0451,cust0688
rnt0092,prd0473,cust0117
rnt0093,prd0448,cust0745
rnt0094,prd0386,cust0791
rnt0095,prd0559,cust0085
rnt0096,prd0449,cust0553
rnt0097,prd0463,cust0230
rnt0098,prd0849,cust0451
rnt0099,prd0279,cust0957
rnt0100,prd0474,cust0736
rnt0101,prd0195,cust0651
rnt0102,prd0620,cust0615
rnt0103,prd0191,cust0904
rnt0104,prd0910,cust0950
rnt0105,prd0380,cust0350
rnt0106,prd0862,cust0464
rnt0107,prd0082,cust0202
rnt0108,prd0434,cust0226
rnt0109,prd0837,cust0285
rnt0110,prd0523,cust0828
rnt0111,prd0616,cust0284
rnt0112,prd0090,cust0926
rnt0113,prd0199,cust0591
rnt0114,prd0490,cust0384
rnt0115,prd0223,cust0972
rnt0116,prd0161,cust0120
rnt0117,prd0808,cust0546
rnt0118,prd0462,cust0460
rnt0119,prd0542,cust0070
rnt0120,prd0807,cust0043
rnt0121,prd0075,cust0594
rnt0122,prd0104,cust0362
rnt0123,prd0394,cust0957
rnt0124,prd0019,cust0471
rnt0125,prd0784,cust0115
rnt0126,prd0113,cust0292
rnt0127,prd0445,cust0497
rnt0128,prd0400,cust0075
rnt0129,prd0221,cust0708
rnt0130,prd0526,cust0102
rnt0131,prd0817,cust0308
rnt0132,prd0869,cust0689
rnt0133,prd0870,cust0593
rnt0134,prd0071,cust0569
rnt0135,prd0322,cust0283
rnt0136,prd0194,cust0425
rnt0137,prd0993,cust0515
rnt0138,prd0827,cust0393
rnt0139,prd0497,cust0741
rnt0140,prd0427,cust0178
rnt0141,prd0969,cust0353
rnt0142,prd0341,cust0134
rnt0143,prd0874,cust0145
rnt0144,prd0822,cust0547
rnt0145,prd0284,cust0432
rnt0146,prd0960,cust0714
rnt0147,prd0332,cust0120
rnt0148,prd0642,cust0037
rnt0149,prd0868,cust0717
rnt0150,prd0114,cust0198
rnt0151,prd0681,cust0458
rnt0152,prd0143,cust0370
rnt0153,prd0504,cust0052
rnt0154,prd0266,cust0666
rnt0155,prd0026,cust0459
rnt0156,prd0217,cust0773
rnt0157,prd0121,cust0783
rnt0158,prd0120,cust0067
rnt0159,prd0168,cust0519
rnt0160,prd0395,cust0030
rnt0161,prd0480,cust0560
rnt0162,prd0732,cust0232
rnt0163,prd0082,cust0686
rnt0164,prd0245,cust0832
rnt0165,prd0110,cust0325
rnt0166,prd0982,cust0689
rnt0167,prd0105,cust0774
rnt0168,prd0794,cust0989
rnt0169,prd0646,cust0498
rnt0170,prd0721,cust0613
rnt0171,prd0966,cust0171
rnt0172,prd0235,cust0297
rnt0173,prd0127,cust0292
rnt0174,prd0617,cust0051
rnt0175,prd0280,cust0625
rnt0176,prd0369,cust0006
rnt0177,prd0234,cust0784
rnt0178,prd0001,cust0554
rnt0179,prd0563,cust0276
rnt0180,prd0280,cust0458
rnt0181,prd0046,cust0185
rnt0182,prd0099,cust0583
rnt0183,prd0157,cust0448
rnt0184,prd0830,cust0119
rnt0185,prd0790,cust0465
rnt0186,prd0823,cust0899
rnt0187,prd0733,cust0801
rnt0188,prd0831,cust0490
rnt0189,prd0386,cust0624
rnt0190,prd0172,cust0089
rnt0191,prd0666,cust0400
rnt0192,prd0367,cust0175
rnt0193,prd0486,cust0676
rnt0194,prd0747,cust0181
rnt0195,prd0949,cust0700
rnt0196,prd0526,cust0378
rnt0197,prd0641,cust0350
rnt0198,prd0306,cust0745
rnt0199,prd0921,cust0082
rnt0200,prd0984,cust0788
rnt0201,prd0578,cust0531
rnt0202,prd0734,cust0186
rnt0203,prd0747,cust0047
rnt0204,prd0727,cust0170
rnt0205,prd0869,cust0892
rnt0206,prd0938,cust0809
rnt0207,prd0469,cust0799
rnt0208,prd0040,cust0638
rnt0209,prd0719,cust0714
rnt0210,prd0791,cust0344
rnt0211,prd0383,cust0968
rnt0212,prd0716,cust0036
rnt0213,prd0287,cust0320
rnt0214,prd0000,cust0688
rnt0215,prd0826,cust0175
rnt0216,prd0516,cust0846
rnt0217,prd0176,cust0055
rnt0218,prd0713,cust0547
rnt0219,prd0193,cust0854
rnt0220,prd0304,cust0966
rnt0221,prd0478,cust0468
rnt0222,prd0929,cust0266
rnt0223,prd0660,cust0052
rnt0224,prd0921,cust0844
rnt0225,prd0121,cust0405
rnt0226,prd0298,cust0092
rnt0227,prd0757,cust0777
rnt0228,prd0811,cust0746
rnt0229,prd0402,cust0784
rnt0230,prd0959,cust0939
rnt0231,prd0156,cust0856
rnt0232,prd0160,cust0884
rnt0233,prd0206,cust0225
rnt0234,prd0206,cust0073
rnt0235,prd0160,cust0628
rnt0236,prd0563,cust0575
rnt0237,prd0552,cust0502
rnt0238,prd0675,cust0267
rnt0239,prd0654,cust0074
rnt0240,prd0872,cust0381
rnt0241,prd0652,cust0124
rnt0242,prd0453,cust0257
rnt0243,prd0365,cust0533
rnt0244,prd0819,cust0800
rnt0245,prd0264,cust0305
rnt0246,prd0943,cust0270
rnt0247,prd0078,cust0091
rnt0248,prd0261,cust0717
rnt0249,prd0543,cust0122
rnt0250,prd0702,cust0267
rnt0251,prd0118,cust0934
rnt0252,prd0279,cust0106
rnt0253,prd0926,cust0780
rnt0254,prd0444,cust0095
rnt0255,prd0801,cust0652
rnt0256,prd0292,cust0139
rnt0257,prd0868,cust0628
rnt0258,prd0091,cust0056
rnt0259,prd0916,cust0353
rnt0260,prd0396,cust0706
rnt0261,prd0395,cust0102
rnt0262,prd0596,cust0894
rnt0263,prd0191,cust0817
rnt0264,prd0689,cust0368
rnt0265,prd0681,cust0782
rnt0266,prd0207,cust0668
rnt0267,prd0889,cust0620
rnt0268,prd0925,cust0845
rnt0269,prd0410,cust0838
rnt0270,prd0842,cust0954
rnt0271,prd0237,cust0284
rnt0272,prd0724,cust0574
rnt0273,prd0391,cust0318
rnt0274,prd0237,cust0621
rnt0275,prd0967,cust0502
rnt0276,prd0902,cust0783
rnt0277,prd0935,cust0260
rnt0278,prd0654,cust0535
rnt0279,prd0346,cust0428
rnt0280,prd0407,cust0487
rnt0281,prd0745,cust0618
rnt0282,prd0958,cust0306
rnt0283,prd0874,cust0922
rnt0284,prd0550,cust0869
rnt0285,prd0870,cust0560
rnt0286,prd0597,cust0433
rnt0287,prd0948,cust0244
rnt0288,prd0857,cust0069
rnt0289,prd0998,cust0512
rnt0290,prd0781,cust0827
rnt0291,prd0708,cust0126
rnt0292,prd0796,cust0286
rnt0293,prd0833,cust0039
rnt0294,prd0793,cust0617
rnt0295,prd0849,cust0390
rnt0296,prd0564,cust0066
rnt0297,prd0637,cust0455
rnt0298,prd0492,cust0616
rnt0299,prd0520,cust0673
rnt0300,prd0310,cust0105
rnt0301,prd0774,cust0406
rnt0302,prd0340,cust0858
rnt0303,prd0074,cust0115
rnt0304,prd0364,cust0031
rnt0305,prd0399,cust0165
rnt0306,prd0668,cust0587
rnt0307,prd0739,cust0542
rnt0308,prd0805,cust0446
rnt0309,prd0327,cust0363
rnt0310,prd0128,cust0324
rnt0311,prd0409,cust0323
rnt0312,prd0789,cust0356
rnt0313,prd0565,cust0485
rnt0314,prd0590,cust0455
rnt0315,prd0850,cust0350
rnt0316,prd0575,cust0721
rnt0317,prd0274,cust0122
rnt0318,prd0717,cust0515
rnt0319,prd0302,cust0401
rnt0320,prd0661,cust0136
rnt0321,prd0826,cust0114
rnt0322,prd0715,cust0757
rnt0323,prd0125,cust0951
rnt0324,prd0415,cust0343
rnt0325,prd0419,cust0436
rnt0326,prd0862,cust0045
rnt0327,prd0806,cust0721
rnt0328,prd0226,cust0493
rnt0329,prd0061,cust0554
rnt0330,prd0798,cust0980
rnt0331,prd0983,cust0630
rnt0332,prd0973,cust0294
rnt0333,prd0132,cust0550
rnt0334,prd0909,cust0097
rnt0335,prd0052,cust0834
rnt0336,prd0627,cust0751
rnt0337,prd0953,cust0549
rnt0338,prd0845,cust0282
rnt0339,prd0506,cust0452
rnt0340,prd0645,cust0749
rnt0341,prd0823,cust0286
rnt0342,prd0632,cust0836
rnt0343,prd0717,cust0942
rnt0344,prd0556,cust0889
rnt0345,prd0520,cust0316
rnt0346,prd0320,cust0555
rnt0347,prd0760,cust0725
rnt0348,prd0615,cust0258
rnt0349,prd0033,cust0929
rnt0350,prd0196,cust0321
rnt0351,prd0399,cust0774
rnt0352,prd0811,cust0469
rnt0353,prd0522,cust0095
rnt0354,prd0677,cust0715
rnt0355,prd0626,cust0457
rnt0356,prd0955,cust0120
rnt0357,prd0682,cust0987
rnt0358,prd0024,cust0494
rnt0359,prd0798,cust0254
rnt0360,prd0605,cust0880
rnt0361,prd0842,cust0094
rnt0362,prd0985,cust0705
rnt0363,prd0979,cust0494
rnt0364,prd0852,cust0391
rnt0365,prd0016,cust0806
rnt0366,prd0172,cust0819
rnt0367,prd0419,cust0752
rnt0368,prd0143,cust0962
rnt0369,prd0907,cust0418
rnt0370,prd0562,cust0250
rnt0371,prd0299,cust0961
rnt0372,prd0058,cust0481
rnt0373,prd0936,cust0683
rnt0374,prd0636,cust0289
rnt0375,prd0202,cust0080
rnt0376,prd0570,cust0636
rnt0377,prd0635,cust0017
rnt0378,prd0766,cust0349
rnt0379,prd0536,cust0215
rnt0380,prd0522,cust0588
rnt0381,prd0399,cust0799
rnt0382,prd0712,cust0458
rnt0383,prd0158,cust0813
rnt0384,prd0010,cust0233
rnt0385,prd0239,cust0158
rnt0386,prd0355,cust0159
rnt0387,prd0239,cust0698
rnt0388,prd0432,cust0942
rnt0389,prd0539,cust0903
rnt0390,prd0662,cust0270
rnt0391,prd0263,cust0117
rnt0392,prd0402,cust0569
rnt0393,prd0272,cust0923
rnt0394,prd0821,cust0915
rnt0395,prd0978,cust0183
rnt0396,prd0110,cust0105
rnt0397,prd0213,cust0744
rnt0398,prd0944,cust0807
rnt0399,prd0955,cust0572
rnt0400,prd0517,cust0607
rnt0401,prd0675,cust0743
rnt0402,prd0468,cust0551
rnt0403,prd0356,cust0234
rnt0404,prd0010,cust0162
rnt0405,prd0213,cust0832
rnt0406,prd0771,cust0954
rnt0407,prd0187,cust0873
rnt0408,prd0470,cust0148
rnt0409,prd0333,cust0181
rnt0410,prd0521,cust0317
rnt0411,prd0662,cust0111
rnt0412,prd0466,cust0202
rnt0413,prd0094,cust0523
rnt0414,prd0276,cust0371
rnt0415,prd0912,cust0795
rnt0416,prd0278,cust0088
rnt0417,prd0085,cust0377
rnt0418,prd0704,cust0102
rnt0419,prd0042,cust0469
rnt0420,prd0160,cust0282
rnt0421,prd0547,cust0684
rnt0422,prd0210,cust0488
rnt0423,prd0209,cust0553
rnt0424,prd0104,cust0379
rnt0425,prd0066,cust0306
rnt0426,prd0155,cust0251
rnt0427,prd0659,cust0585
rnt0428,prd0117,cust0455
rnt0429,prd0941,cust0636
rnt0430,prd0772,cust0467
rnt0431,prd0445,cust0077
rnt0432,prd0649,cust0659
rnt0433,prd0853,cust0346
rnt0434,prd0335,cust0795
rnt0435,prd0091,cust0418
rnt0436,prd0135,cust0103
rnt0437,prd0605,cust0785
rnt0438,prd0513,cust0027
rnt0439,prd0031,cust0728
rnt0440,prd0828,cust0224
rnt0441,prd0726,cust0371
rnt0442,prd0469,cust0585
rnt0443,prd0699,cust0737
rnt0444,prd0277,cust0050
rnt0445,prd0047,cust0920
rnt0446,prd0273,cust0312
rnt0447,prd0163,cust0314
