prd1,user1,category1,01/19/2015,12/29/2018,6
prd2,user2,category2,02/08/2010,07/03/2019,8
prd3,user3,category3,07/31/2015,10/12/2010,2
prd4,user4,category4,04/21/2011,05/28/2013,4
prd5,user5,category5,03/12/2013,10/12/2018,3
prd6,user6,category6,09/19/2017,11/06/2016,8
prd7,user7,category7,02/12/2015,12/01/2017,4
prd8,user8,category8,06/23/2017,09/19/2016,2
prd9,user9,category9,02/28/2016,11/19/2017,7
prd10,user10,category10,06/08/2017,06/24/2010,2
prd11,user11,category11,07/02/2012,11/24/2014,5
prd12,user12,category12,05/26/2016,07/24/2013,2
prd13,user13,category13,05/08/2013,11/09/2010,2
prd14,user14,category14,02/24/2010,08/25/2011,7
prd15,user15,category15,02/15/2015,11/14/2015,8
prd16,user16,category16,02/24/2015,03/27/2015,4
prd17,user17,category17,09/25/2018,11/05/2015,3
prd18,user18,category18,02/20/2012,11/19/2015,6
prd19,user19,category19,03/29/2019,09/03/2017,7
prd20,user20,category20,06/08/2016,12/12/2016,5
prd21,user21,category21,07/06/2015,11/21/2014,8
prd22,user22,category22,04/19/2016,08/12/2012,4
prd23,user23,category23,07/24/2017,11/07/2014,4
prd24,user24,category24,05/27/2010,07/16/2016,8
prd25,user25,category25,02/21/2010,07/08/2019,2
prd26,user26,category26,05/10/2019,12/20/2013,3
prd27,user27,category27,03/28/2016,08/19/2017,7
prd28,user28,category28,08/29/2012,12/28/2010,2
prd29,user29,category29,06/10/2014,08/29/2015,4
prd30,user30,category30,11/09/2013,12/10/2015,5
prd31,user31,category31,04/10/2016,07/26/2012,7
prd32,user32,category32,03/11/2013,04/26/2014,2
prd33,user33,category33,03/08/2012,07/04/2015,5
prd34,user34,category34,04/29/2013,08/06/2011,3
prd35,user35,category35,01/04/2016,01/11/2019,7
prd36,user36,category36,07/25/2014,12/15/2015,3
prd37,user37,category37,03/12/2013,11/29/2017,4
prd38,user38,category38,08/16/2010,12/28/2016,6
prd39,user39,category39,04/16/2011,06/08/2018,5
prd40,user40,category40,02/14/2017,11/10/2013,4
prd41,user41,category41,03/13/2010,10/09/2012,3
prd42,user42,category42,07/21/2013,11/22/2015,6
