rental_id,customer_id,product_id
rnt00000,user0545,prd0461
rnt00001,user0692,prd0926
rnt00002,user0236,prd0708
rnt00003,user0866,prd0567
rnt00004,user0007,prd0262
rnt00005,user0522,prd0674
rnt00006,user0797,prd0759
rnt00007,user0856,prd0903
rnt00008,user0693,prd0292
rnt00009,user0828,prd0740
rnt00010,user0876,prd0533
rnt00011,user0199,prd0243
rnt00012,user0081,prd0975
rnt00013,user0382,prd0048
rnt00014,user0933,prd0205
rnt00015,user0057,prd0858
rnt00016,user0073,prd0360
rnt00017,user0227,prd0834
rnt00018,user0044,prd0741
rnt00019,user0215,prd0510
rnt00020,user0674,prd0928
rnt00021,user0522,prd0884
rnt00022,user0214,prd0353
rnt00023,user0667,prd0413
rnt00024,user0071,prd0724
rnt00025,user0311,prd0012
rnt00026,user0093,prd0308
rnt00027,user0563,prd0082
rnt00028,user0662,prd0586
rnt00029,user0729,prd0638
rnt00030,user0643,prd0479
rnt00031,user0220,prd0444
rnt00032,user0216,prd0712
rnt00033,user0562,prd0799
rnt00034,user0178,prd0500
rnt00035,user0689,prd0154
rnt00036,user0692,prd0634
rnt00037,user0883,prd0037
rnt00038,user0446,prd0154
rnt00039,user0830,prd0323
rnt00040,user0390,prd0943
rnt00041,user0413,prd0397
rnt00042,user0223,prd0610
rnt00043,user0448,prd0265
rnt00044,user0015,prd0692
rnt00045,user0065,prd0606
rnt00046,user0321,prd0781
rnt00047,user0850,prd0967
rnt00048,user0582,prd0329
rnt00049,user0701,prd0139
rnt00050,user0644,prd0271
rnt00051,user0636,prd0552
rnt00052,user0221,prd0607
rnt00053,user0255,prd0766
rnt00054,user0088,prd0637
rnt00055,user0940,prd0577
rnt00056,user0898,prd0803
rnt00057,user0190,prd0703
rnt00058,user0938,prd0529
rnt00059,user0397,prd0561
rnt00060,user0422,prd0586
rnt00061,user0432,prd0853
rnt00062,user0595,prd0001
rnt00063,user0818,prd0460
rnt00064,user0289,prd0594
rnt00065,user0301,prd0932
rnt00066,user0576,prd0567
rnt00067,user0550,prd0695
rnt00068,user0371,prd0162
rnt00069,user0442,prd0968
rnt00070,user0699,prd0410
rnt00071,user0842,prd0056
rnt00072,user0451,prd0934
rnt00073,user0978,prd0743
rnt00074,user0831,prd0363
rnt00075,user0653,prd0059
rnt00076,user0141,prd0973
rnt00077,user0524,prd0813
rnt00078,user0848,prd0643
rnt00079,user0161,prd0038
rnt00080,user0556,prd0540
rnt00081,user0957,prd0772
rnt00082,user0846,prd0876
rnt00083,user0892,prd0422
rnt00084,user0531,prd0131
rnt00085,user0059,prd0145
rnt00086,user0988,prd0736
rnt00087,user0958,prd0029
rnt00088,user0135,prd0802
rnt00089,user0589,prd0624
rnt00090,user0210,prd0019
rnt00091,user0882,prd0147
rnt00092,user0147,prd0463
rnt00093,user0673,prd0813
rnt00094,user0460,prd0248
rnt00095,user0262,prd0696
rnt00096,user0225,prd0817
rnt00097,user0211,prd0976
rnt00098,user0822,prd0904
rnt00099,user0580,prd0949
rnt00100,user0915,prd0372
rnt00101,user0996,prd0127
