rental_id,customer_id,product_id
rnt00000,user38773,prd95136
rnt00001,user26542,prd40431
rnt00002,user64539,prd28015
rnt00003,user57659,prd3845
rnt00004,user16281,prd64086
rnt00005,user23312,prd81190
rnt00006,user64805,prd88974
rnt00007,user54674,prd30570
rnt00008,user24598,prd6891
rnt00009,user6411,prd55403
rnt00010,user28060,prd36841
rnt00011,user40582,prd36129
rnt00012,user58090,prd47599
rnt00013,user23141,prd57593
rnt00014,user67609,prd79309
rnt00015,user96921,prd77216
rnt00016,user18669,prd57187
rnt00017,user56274,prd88749
rnt00018,user81185,prd94496
rnt00019,user55611,prd71789
rnt00020,user52673,prd53031
rnt00021,user23369,prd86969
rnt00022,user22279,prd95399
rnt00023,user29309,prd70352
rnt00024,user84261,prd25141
rnt00025,user54604,prd89945
rnt00026,user14215,prd32663
rnt00027,user32304,prd39407
rnt00028,user50944,prd14168
rnt00029,user83313,prd76363
rnt00030,user65565,prd47824
rnt00031,user27649,prd72472
rnt00032,user40158,prd37385
rnt00033,user22179,prd54089
rnt00034,user97611,prd88543
rnt00035,user29916,prd19781
rnt00036,user59967,prd40059
rnt00037,user55726,prd46042
rnt00038,user8466,prd38929
rnt00039,user79873,prd39671
rnt00040,user62724,prd5279
rnt00041,user7850,prd53156
rnt00042,user70918,prd82359
rnt00043,user13012,prd52102
rnt00044,user73846,prd0394
rnt00045,user7626,prd16492
rnt00046,user93584,prd39346
rnt00047,user33890,prd49207
rnt00048,user92997,prd85111
rnt00049,user49050,prd63144
rnt00050,user66954,prd4839
rnt00051,user1340,prd3792
rnt00052,user41738,prd8547
rnt00053,user47946,prd57693
rnt00054,user15092,prd4409
rnt00055,user34358,prd34327
rnt00056,user31492,prd47368
rnt00057,user89858,prd78354
rnt00058,user54092,prd86027
rnt00059,user75070,prd79916
rnt00060,user53981,prd31653
rnt00061,user15337,prd37546
rnt00062,user38407,prd85474
rnt00063,user13807,prd78166
rnt00064,user50963,prd38713
rnt00065,user76796,prd64540
rnt00066,user9826,prd60100
rnt00067,user93466,prd71645
rnt00068,user65524,prd59206
rnt00069,user94526,prd50639
rnt00070,user58480,prd69578
rnt00071,user52185,prd36144
rnt00072,user98915,prd16830
rnt00073,user16623,prd24079
rnt00074,user78626,prd64009
rnt00075,user19856,prd47156
rnt00076,user45168,prd7408
rnt00077,user10857,prd45402
rnt00078,user84236,prd73783
rnt00079,user5508,prd15332
rnt00080,user77435,prd14155
rnt00081,user90219,prd81462
rnt00082,user57268,prd93825
rnt00083,user26682,prd78582
rnt00084,user80632,prd42689
rnt00085,user83879,prd35161
rnt00086,user21999,prd76962
rnt00087,user89971,prd38342
rnt00088,user38651,prd63308
rnt00089,user47777,prd82941
rnt00090,user96830,prd12883
rnt00091,user23452,prd83770
rnt00092,user84295,prd8699
rnt00093,user48903,prd24377
rnt00094,user24635,prd10111
rnt00095,user5720,prd82196
rnt00096,user5784,prd34387
rnt00097,user95807,prd85233
rnt00098,user97771,prd43008
rnt00099,user23098,prd40002
rnt00100,user18689,prd39130
rnt00101,user84175,prd68683
rnt00102,user35886,prd5094
rnt00103,user96359,prd57905
rnt00104,user18539,prd56099
rnt00105,user76591,prd46395
rnt00106,user74499,prd29372
rnt00107,user78069,prd35585
rnt00108,user74458,prd27340
rnt00109,user14878,prd68628
rnt00110,user94986,prd13451
rnt00111,user83586,prd83664
rnt00112,user89313,prd45283
rnt00113,user28739,prd25591
rnt00114,user78245,prd68583
rnt00115,user72946,prd79836
rnt00116,user9757,prd92269
rnt00117,user4501,prd14242
rnt00118,user77676,prd33018
rnt00119,user20189,prd40835
rnt00120,user31761,prd46521
rnt00121,user9428,prd41448
rnt00122,user32942,prd52016
rnt00123,user88341,prd23007
rnt00124,user17449,prd33456
rnt00125,user65311,prd87653
rnt00126,user74767,prd76677
rnt00127,user47404,prd69305
rnt00128,user70398,prd20920
rnt00129,user60342,prd71092
rnt00130,user6931,prd83014
rnt00131,user48641,prd17972
rnt00132,user29760,prd78870
rnt00133,user97356,prd17253
rnt00134,user34285,prd65235
rnt00135,user78411,prd49979
rnt00136,user38830,prd55908
rnt00137,user74977,prd68151
rnt00138,user97843,prd72589
rnt00139,user25973,prd68879
rnt00140,user50187,prd34922
rnt00141,user59005,prd74439
rnt00142,user46887,prd0304
rnt00143,user28225,prd82853
rnt00144,user35831,prd41554
rnt00145,user29261,prd44981
rnt00146,user6504,prd62972
rnt00147,user73476,prd58129
rnt00148,user87527,prd22284
rnt00149,user83541,prd32305
rnt00150,user49579,prd28614
