product_id,user_id
p101,UID103
p104,UID103
p101,UID105
p107,UID103
p106,UID107
p106,UID104
p109,UID101
p101,UID101
p108,UID102
p108,UID101
p665,UID307
p666,UID308
p667,UID309
p668,UID310
p669,UID311
p670,UID312
p671,UID313
p672,UID314
p673,UID315
p674,UID316
p675,UID317
p676,UID318
p677,UID319
p678,UID320
p679,UID321
p680,UID322
p681,UID323
p682,UID324
p683,UID325
p684,UID326
p685,UID327
p686,UID328
p687,UID329
p688,UID330
p689,UID331
p690,UID332
p691,UID333
p692,UID334
p693,UID335
p694,UID336
p695,UID337
p696,UID338
p697,UID339
p698,UID340
p699,UID341
p700,UID342
p701,UID343
p702,UID344
p703,UID345
p704,UID346
p705,UID347
p706,UID348
p707,UID349
p708,UID350
p709,UID351
p710,UID352
p711,UID353
p712,UID354
p713,UID355
p714,UID356
p715,UID357
p716,UID358
p717,UID359
p718,UID360
p719,UID361
p720,UID362
p721,UID363
p722,UID364
p723,UID365
p724,UID366
p725,UID367
p726,UID368
p727,UID369
p728,UID370
p729,UID371
p730,UID372
p731,UID373
p732,UID374
p733,UID375
p734,UID376
p735,UID377
p736,UID378
p737,UID379
p738,UID380
p739,UID381
p740,UID382
p741,UID383
p742,UID384
p743,UID385
p744,UID386
p745,UID387
p746,UID388
p747,UID389
p748,UID390
p749,UID391
