user_id,product_id
user001,prd002
user001,prd005
user002,prd004
user005,prd007
user003,prd001
user004,prd005
user005,prd003
user003,prd002
user004,prd007
user001,prd002
user002,prd003
user003,prd004
user004,prd005
user005,prd006
user006,prd007
user007,prd008
user008,prd009
user009,prd010
user010,prd011
user011,prd012
user012,prd013
user013,prd014
user014,prd015
user015,prd016
user016,prd017
user017,prd018
user018,prd019
user019,prd020
user020,prd021
user021,prd022
user022,prd023
user023,prd024
user024,prd025
user025,prd026
user026,prd027
user027,prd028
user028,prd029
user029,prd030
user030,prd031
user031,prd032
user032,prd033
user033,prd034
user034,prd035
user035,prd036
user036,prd037
user037,prd038
user038,prd039
user039,prd040
user040,prd041
user041,prd042
user042,prd043
user043,prd044
user044,prd045
user045,prd046
user046,prd047
user047,prd048
user048,prd049
user049,prd050
user050,prd051
user051,prd052
user052,prd053
user053,prd054
user054,prd055
user055,prd056
user056,prd057
user057,prd058
user058,prd059
user059,prd060
user060,prd061
user061,prd062
user062,prd063
user063,prd064
user064,prd065
user065,prd066
user066,prd067
user067,prd068
user068,prd069
user069,prd070
user070,prd071
user071,prd072
user072,prd073
user073,prd074
user074,prd075
user075,prd076
user076,prd077
user077,prd078
user078,prd079
user079,prd080
user080,prd081
user081,prd082
user082,prd083
user083,prd084
user084,prd085
user085,prd086
user086,prd087
user087,prd088
user088,prd089
user089,prd090
user090,prd091
user091,prd092
user092,prd093
user093,prd094
user094,prd095
user095,prd096
user096,prd097
user097,prd098
user098,prd099
user099,prd100
user100,prd101
user101,prd102
user102,prd103
user103,prd104
user104,prd105
user105,prd106
user106,prd107
user107,prd108
user108,prd109
user109,prd110
user110,prd111
user111,prd112
user112,prd113
user113,prd114
user114,prd115
user115,prd116
user116,prd117
user117,prd118
user118,prd119
user119,prd120
user120,prd121
user121,prd122
user122,prd123
user123,prd124
user124,prd125
user125,prd126
user126,prd127
user127,prd128
user128,prd129
user129,prd130
user130,prd131
user131,prd132
user132,prd133
user133,prd134
user134,prd135
user135,prd136
user136,prd137
user137,prd138
user138,prd139
user139,prd140
user140,prd141
user141,prd142
user142,prd143
user143,prd144
user144,prd145
user145,prd146
user146,prd147
user147,prd148
user148,prd149
user149,prd150
user150,prd151
user151,prd152
user152,prd153
user153,prd154
user154,prd155
user155,prd156
user156,prd157
user157,prd158
user158,prd159
user159,prd160
user160,prd161
user161,prd162
user162,prd163
user163,prd164
user164,prd165
user165,prd166
user166,prd167
user167,prd168
user168,prd169
user169,prd170
user170,prd171
user171,prd172
user172,prd173
user173,prd174
user174,prd175
user175,prd176
user176,prd177
user177,prd178
user178,prd179
user179,prd180
user180,prd181
user181,prd182
user182,prd183
user183,prd184
user184,prd185
user185,prd186
user186,prd187
user187,prd188
user188,prd189
user189,prd190
user190,prd191
user191,prd192
user192,prd193
user193,prd194
user194,prd195
user195,prd196
user196,prd197
user197,prd198
user198,prd199
user199,prd200
user200,prd201
user201,prd202
user202,prd203
user203,prd204
user204,prd205
user205,prd206
user206,prd207
user207,prd208
user208,prd209
user209,prd210
user210,prd211
user211,prd212
user212,prd213
user213,prd214
user214,prd215
user215,prd216
user216,prd217
user217,prd218
user218,prd219
user219,prd220
user220,prd221
user221,prd222
user222,prd223
user223,prd224
user224,prd225
user225,prd226
user226,prd227
user227,prd228
user228,prd229
user229,prd230
user230,prd231
user231,prd232
user232,prd233
user233,prd234
user234,prd235
user235,prd236
user236,prd237
user237,prd238
user238,prd239
user239,prd240
user240,prd241
user241,prd242
user242,prd243
user243,prd244
user244,prd245
user245,prd246
user246,prd247
user247,prd248
user248,prd249
user249,prd250
user250,prd251
user251,prd252
user252,prd253
user253,prd254
user254,prd255
user255,prd256
user256,prd257
user257,prd258
user258,prd259
user259,prd260
user260,prd261
user261,prd262
user262,prd263
user263,prd264
user264,prd265
user265,prd266
user266,prd267
user267,prd268
user268,prd269
user269,prd270
user270,prd271
user271,prd272
user272,prd273
user273,prd274
user274,prd275
user275,prd276
user276,prd277
user277,prd278
user278,prd279
user279,prd280
user280,prd281
user281,prd282
user282,prd283
user283,prd284
user284,prd285
user285,prd286
user286,prd287
user287,prd288
user288,prd289
user289,prd290
user290,prd291
user291,prd292
user292,prd293
user293,prd294
user294,prd295
user295,prd296
user296,prd297
user297,prd298
user298,prd299
user299,prd300
user300,prd301
user301,prd302
user302,prd303
user303,prd304
user304,prd305
user305,prd306
user306,prd307
user307,prd308
user308,prd309
user309,prd310
user310,prd311
user311,prd312
user312,prd313
user313,prd314
user314,prd315
user315,prd316
user316,prd317
user317,prd318
user318,prd319
user319,prd320
user320,prd321
user321,prd322
user322,prd323
user323,prd324
user324,prd325
user325,prd326
user326,prd327
user327,prd328
user328,prd329
user329,prd330
user330,prd331
user331,prd332
user332,prd333
user333,prd334
user334,prd335
user335,prd336
user336,prd337
user337,prd338
user338,prd339
user339,prd340
user340,prd341
user341,prd342
user342,prd343
user343,prd344
user344,prd345
user345,prd346
user346,prd347
user347,prd348
user348,prd349
user349,prd350
user350,prd351
user351,prd352
user352,prd353
user353,prd354
user354,prd355
user355,prd356
user356,prd357
user357,prd358
user358,prd359
user359,prd360
user360,prd361
user361,prd362
user362,prd363
user363,prd364
user364,prd365
user365,prd366
user366,prd367
user367,prd368
user368,prd369
user369,prd370
user370,prd371
user371,prd372
user372,prd373
user373,prd374
user374,prd375
user375,prd376
user376,prd377
user377,prd378
user378,prd379
user379,prd380
user380,prd381
user381,prd382
user382,prd383
user383,prd384
user384,prd385
user385,prd386
user386,prd387
user387,prd388
user388,prd389
user389,prd390
user390,prd391
user391,prd392
user392,prd393
user393,prd394
user394,prd395
user395,prd396
user396,prd397
user397,prd398
user398,prd399
user399,prd400
user400,prd401
user401,prd402
user402,prd403
user403,prd404
user404,prd405
user405,prd406
user406,prd407
user407,prd408
user408,prd409
user409,prd410
user410,prd411
user411,prd412
user412,prd413
user413,prd414
user414,prd415
user415,prd416
user416,prd417
user417,prd418
user418,prd419
user419,prd420
user420,prd421
user421,prd422
user422,prd423
user423,prd424
user424,prd425
user425,prd426
user426,prd427
user427,prd428
user428,prd429
user429,prd430
user430,prd431
user431,prd432
user432,prd433
user433,prd434
user434,prd435
user435,prd436
user436,prd437
user437,prd438
user438,prd439
user439,prd440
user440,prd441
user441,prd442
user442,prd443
user443,prd444
user444,prd445
user445,prd446
user446,prd447
user447,prd448
user448,prd449
user449,prd450
user450,prd451
user451,prd452
user452,prd453
user453,prd454
user454,prd455
user455,prd456
user456,prd457
user457,prd458
user458,prd459
user459,prd460
user460,prd461
user461,prd462
user462,prd463
user463,prd464
user464,prd465
user465,prd466
user466,prd467
user467,prd468
user468,prd469
user469,prd470
user470,prd471
user471,prd472
user472,prd473
user473,prd474
user474,prd475
user475,prd476
user476,prd477
user477,prd478
user478,prd479
user479,prd480
user480,prd481
user481,prd482
user482,prd483
user483,prd484
user484,prd485
user485,prd486
user486,prd487
user487,prd488
user488,prd489
user489,prd490
user490,prd491
user491,prd492
user492,prd493
user493,prd494
user494,prd495
user495,prd496
user496,prd497
user497,prd498
user498,prd499
user499,prd500
user500,prd501
user501,prd502
user502,prd503
user503,prd504
user504,prd505
user505,prd506
user506,prd507
user507,prd508
user508,prd509
user509,prd510
user510,prd511
user511,prd512
user512,prd513
user513,prd514
user514,prd515
user515,prd516
user516,prd517
user517,prd518
user518,prd519
user519,prd520
user520,prd521
user521,prd522
user522,prd523
user523,prd524
user524,prd525
user525,prd526
user526,prd527
user527,prd528
user528,prd529
user529,prd530
user530,prd531
user531,prd532
user532,prd533
user533,prd534
user534,prd535
user535,prd536
user536,prd537
user537,prd538
user538,prd539
user539,prd540
user540,prd541
user541,prd542
user542,prd543
user543,prd544
user544,prd545
user545,prd546
user546,prd547
user547,prd548
user548,prd549
user549,prd550
user550,prd551
user551,prd552
user552,prd553
user553,prd554
user554,prd555
user555,prd556
user556,prd557
user557,prd558
user558,prd559
user559,prd560
user560,prd561
user561,prd562
user562,prd563
user563,prd564
user564,prd565
user565,prd566
user566,prd567
user567,prd568
user568,prd569
user569,prd570
user570,prd571
user571,prd572
user572,prd573
user573,prd574
user574,prd575
user575,prd576
user576,prd577
user577,prd578
user578,prd579
user579,prd580
user580,prd581
user581,prd582
user582,prd583
user583,prd584
user584,prd585
user585,prd586
user586,prd587
user587,prd588
user588,prd589
user589,prd590
