OP49,Computer,12.00
CY12,Boxers,36.00
SY86,Potato,29.00
MZ72,Rice,101.00
TQ21,Cat,75.00
QR78,Perfume,1.00
AL34,Frock,24.00
LL1,Antlers,31.00
PC68,Pants,78.00
MA25,Grains,1.00
LH50,Garage,34.00
EW28,Telephone,39.00
PY44,Toothbrush,15.00
CH4,Heels,95.00
YT33,Kangaroo,37.00
GT20,Salt,76.00
VV16,Grains,52.00
FR5,Refrigerator,19.00
EO83,Bookstore,6.00
BW56,Underwear,63.00
LI94,Orange,63.00
TV17,Bird,17.00
QI18,Violin,101.00
XC84,Shirt,27.00
ML61,Telephone,9.00
RK6,Jersey,11.00
GX52,Phone,71.00
RX90,Remote Control,43.00
PL93,Pencil,37.00
IM86,Buckles,75.00
OH87,Notebook,98.00
SJ71,Guava,27.00
DS75,Heels,17.00
PC96,Mobile,69.00
BG74,Trench coat,71.00
