IT23,Vehicle,5.00
LA80,Tea,66.00
IB82,Apple,100.00
KC46,Milk,39.00
YX31,Socks,22.00
OP94,Gown,88.00
XG3,Bird,2.00
JP20,Buffalo,32.00
YJ96,Purse,53.00
VT9,Rainbow,31.00
GS21,Suit,96.00
WA12,Host,64.00
NL6,Donkey,23.00
IQ33,Slippers,42.00
GG65,Tiger,92.00
PM7,Candy,7.00
ES82,Lighter,95.00
EQ23,Pad,26.00
OW57,Pancake,86.00
DK59,Bag,35.00
XD25,Beans,61.00
ST94,Bow,45.00
NE65,Purse,100.00
UU38,Hotel,46.00
ZU39,Bear,70.00
KU28,Panda,7.00
PB3,Blouse,78.00
ZN0,House,21.00
CJ69,Bikini,12.00
NF37,Grapes,75.00
PA92,Cap,10.00
JG44,Notebook,4.00
VZ58,Cello,45.00
YC96,Supermarket,58.00
TA99,Ball,12.00
OX51,Radio,76.00
KO5,Bird,11.00
ON87,Airport,57.00
WE48,Vehicle,63.00
KX3,Balloon,75.00
FB65,Jacket,36.00
IT45,Sweater,10.00
QB48,Buffalo,39.00
IE27,Piano,73.00
MD37,Bookcase,67.00
VT73,Pumpkin,87.00
AE91,Elephant,11.00
VI30,Ginger,79.00
LF97,Lamp,72.00
IJ79,Spoon,38.00
SI81,Stairs,89.00
PH28,Remote Control,42.00
FF88,Egg,39.00
HJ38,Pad,97.00
ND97,Bed,92.00
UZ18,Chicken,20.00
XQ85,Noodles,5.00
MZ27,Armchair,26.00
UR10,Car,37.00
MA45,Umbrella,64.00
RB7,Hostel,17.00
CL71,Noodles,30.00
GJ3,Table,3.00
CB91,Vase,83.00
ZN18,Bookcase,70.00
UY75,Bed,23.00
OX5,Film,80.00
IX16,Stairs,92.00
RW20,Pants,79.00
PP63,Purse,68.00
NB90,Soap,94.00
XQ76,Gasoline,48.00
VI54,Salt,31.00
LT52,Popcorn,31.00
UQ93,Sofa,52.00
YN100,Bucket,92.00
XW67,Pharmacy,37.00
OV91,Library,24.00
EJ63,Frog,4.00
IC77,Spoon,14.00
KI8,Jacket,24.00
RQ36,Pyramid,24.00
IC53,Star,27.00
CM73,Telephone,25.00
LY87,Taxi,38.00
OH41,Rabbit,45.00
VL72,Mall,63.00
UF88,Pig,61.00
UE12,Gift,47.00
HZ38,Telephone,14.00
RT19,Freezer,18.00
NY69,Whale,31.00
PC8,Chocolate,52.00
WL63,Heels,79.00
