SV97,Taxi,42.00
SZ70,Cap,7.00
SJ81,Pencil,24.00
SA46,Television,57.00
DR21,Dresser,96.00
IU51,Credenza,18.00
OF36,Goat,69.00
FA23,Pharmacy,90.00
SS9,Museum,60.00
CE77,Stairs,4.00
GM63,Scale,92.00
MB83,Book,29.00
FE4,Piano,38.00
EX19,Wallet,30.00
YQ97,Town,91.00
IX2,Theater,24.00
JQ90,Kangaroo,29.00
WF49,Strawberry,1.00
ZR35,Frock,57.00
TF59,Shampoo,26.00
WV97,Hamburger,25.00
JP42,Bookcase,57.00
EI1,Oil,23.00
GG31,Guava,47.00
BK46,Temple,33.00
YY12,Pad,85.00
ES36,Suit,18.00
QN99,Panther,22.00
ES57,Chicken,49.00
GK61,Rainbow,5.00
OS64,Carpet,6.00
US8,Lamp,89.00
DU74,Taxi,39.00
LG63,Blouse,67.00
ZN17,Sky,47.00
JQ96,Belt,46.00
OT31,Pumpkin,3.00
HO57,Board,19.00
BT21,Tomato,16.00
TT34,Shrimp,60.00
ZI93,Apartment,81.00
MW7,Sky,97.00
KV98,Jumper,65.00
YE25,Leggings,17.00
SA30,Whale,63.00
JI90,Xylophone,67.00
LS20,Saxophone,83.00
OX45,Sand,88.00
OT1,Jumper,78.00
WG39,Shrimp,84.00
KS82,Soap,10.00
DP33,Knife,62.00
HR42,Sink,75.00
AT84,Toy,17.00
WX49,Crib,53.00
HV28,Saxophone,47.00
SF97,Bat,67.00
DN52,Garlic,67.00
IY94,Tissue,46.00
GK49,Stairs,51.00
OO41,Boat,94.00
HJ8,Shorts,8.00
NA8,Bus stop,7.00
MC67,Cookware,74.00
TW55,Beans,82.00
IF68,Plant,74.00
CP87,Ambulance,8.00
XE27,Vehicle,72.00
NO85,Swimming pool,91.00
WC69,Sun,49.00
PB25,Computer,34.00
XE66,Bookcase,2.00
VK52,Market,24.00
IE49,Rice,19.00
RC20,Turkey,69.00
KJ95,Panda,86.00
SN61,Stairs,5.00
VM46,Water melon,75.00
MY20,Bikini,73.00
ZK39,Suit,72.00
SC91,Grapes,52.00
JO20,Soap,78.00
SH90,Shampoo,96.00
GY40,Ring,101.00
WQ81,Bread,69.00
EW2,Popcorn,43.00
RK49,Ship,57.00
JZ63,Sky,43.00
ZI77,Flag,101.00
DK59,Antlers,51.00
IS69,Jewelry,37.00
KR79,Car,15.00
