XN56,Train station,64.00
HB86,Sink,53.00
DH31,Frock,51.00
QD80,Sandals,64.00
FR26,Cooker,38.00
XL51,Stairs,61.00
OR92,Truck,70.00
CX67,Frog,63.00
LF36,Tissue,26.00
FI59,Scissors,31.00
GQ18,Fan,77.00
GU84,Cookware,70.00
YB38,Park,101.00
YY38,Blazer,21.00
OG48,Film,96.00
YH2,Bermudas,88.00
PY67,Fan,92.00
RF80,Jewelry,70.00
SC38,Tie,37.00
TP25,Carpet,43.00
SB71,Giraffe,20.00
PA56,Bill,33.00
HM29,Frog,99.00
HZ95,Cap,2.00
QS43,Fish,78.00
CV50,Potato,6.00
CC89,Blender,41.00
TS88,Wolf,23.00
KV32,Chest,50.00
AX42,Desk,6.00
NB26,Purse,27.00
KZ3,Orange,6.00
ES84,Stairs,85.00
XL49,Xylophone,72.00
IP11,Television,16.00
BO67,Market,13.00
GI5,Teacher,64.00
GM25,Vehicle,71.00
QQ73,Belt,37.00
QH99,Newspaper,25.00
TR59,Earrings,99.00
CC80,Dress,95.00
VL13,Armchair,60.00
XS42,Bear,30.00
HX55,Gloves,27.00
JW64,Bow,17.00
JN77,Bucket,20.00
TF83,Popcorn,36.00
MC95,Pumpkin,48.00
XR42,House,76.00
WB10,Apple,94.00
TR62,Train station,101.00
YD60,Apron,54.00
EI81,Bow,7.00
OW23,Mango,37.00
VO7,Bridge,5.00
AL61,Car,90.00
FH22,Air Conditioner,73.00
VD49,Newspaper,45.00
BQ45,Horn,68.00
GL55,Glasses,6.00
DB69,Chair,12.00
PN47,Aircraft,99.00
BG97,Bikini,70.00
YZ1,Water melon,13.00
RS92,Tree,57.00
EG77,Grapes,45.00
BS13,Turtle,46.00
MB38,Snowman,30.00
TL90,Carpet,45.00
MI30,Lamb,8.00
PC81,Book,66.00
PV27,Kangaroo,6.00
JB77,Stove,101.00
YH21,Popcorn,84.00
VJ94,Chaise lounge,7.00
MZ24,Pancake,55.00
KP70,Sand,35.00
SL26,Flower,95.00
LM70,Panda,32.00
XW18,Sofa,38.00
WH83,Remote Control,38.00
CM19,Gown,59.00
XV91,Pagoda,3.00
BQ45,Panda,16.00
PU69,Bookcase,37.00
VG92,Herbs,84.00
AN19,Onion,100.00
XF37,Cap,62.00
ZH64,Jumper,80.00
KM88,Plant,28.00
PD47,Museum,88.00
