VT87,Sandwich,65.00
IN72,Bow,79.00
ST94,Socks,98.00
DK56,Tie,14.00
BL71,Tomato,72.00
WO13,Credenza,6.00
XK80,Cookware,33.00
AA10,Horn,60.00
QR91,Stairs,46.00
PA90,Wolf,24.00
RO30,Spoon,51.00
GN74,Juicer,92.00
EH43,Toy,36.00
EI88,Airport,27.00
UR41,Toothpaste,81.00
ZJ15,Brass,46.00
IM26,Radio,27.00
PI74,Hammer,18.00
NV29,Air Conditioner,28.00
RN37,Ambulance,12.00
KX25,Dress,83.00
AB81,Gown,4.00
US23,Cheese,20.00
JM82,Pigeon,87.00
RW8,Moonlight,29.00
DG54,Frog,82.00
RY54,Trousers,4.00
EH93,Snowman,87.00
PE89,Suitcase,37.00
UC84,Bird,62.00
RK0,Refrigerator,30.00
QS9,Boots,50.00
YJ15,Violin,45.00
UK68,Tea,38.00
DP2,Gift,91.00
EU23,Chest,69.00
WU77,Bread,71.00
EY77,Necklace,73.00
VK58,Lion,63.00
EL36,Blouse,41.00
JC99,Fruit,49.00
LR68,Ostrich,55.00
XJ27,Mango,9.00
FX24,Cooker,78.00
AE37,Candy,37.00
JY10,Bow,26.00
NO8,Guitar,46.00
FP95,Sandals,61.00
GY57,Piano,98.00
ZJ79,Popcorn,35.00
YI7,Piano,101.00
IJ2,Vase,43.00
NT1,Vase,7.00
CA60,Orange,42.00
JZ26,Trench coat,49.00
BK9,Bank,10.00
ZI76,Boat,4.00
FK99,Mirror,30.00
BD61,Bear,80.00
TQ61,Car,49.00
XM35,Chair,22.00
HM28,Hostel,9.00
OP79,Vehicle,29.00
RM67,Cow,90.00
HD85,Suitcase,36.00
HW12,Bow,3.00
XI12,Crib,39.00
