EV56,Plant,79.00
MW20,Bermudas,44.00
PX20,Butter,97.00
MS22,Cow,72.00
PS100,Shrimp,44.00
QN85,Tree,80.00
FZ0,Soap,94.00
VV98,Blouse,92.00
VD47,Bill,3.00
XG10,Spaghetti,31.00
IX11,House,88.00
TW69,Tea,90.00
GX61,Train station,86.00
GR2,Vest,40.00
OT3,Skirt,79.00
GG1,Chaise lounge,58.00
LQ43,Pigeon,30.00
EP40,Bermudas,97.00
IV7,Ring,45.00
SF93,Desk,97.00
OT82,Car,87.00
KW58,Hammer,41.00
AC13,Shrimp,14.00
ZW93,Herbs,9.00
IQ58,Panda,51.00
RS45,Crib,14.00
IV34,Bookstore,52.00
IV73,Board,49.00
IP43,Vase,41.00
HR22,Bookcase,58.00
QE2,Fork,9.00
XA56,Television,29.00
