prd1,user1,category1,06/15/2011,09/22/2013,3
prd2,user2,category2,07/22/2018,08/14/2018,2
prd3,user3,category3,04/30/2014,10/30/2010,4
prd4,user4,category4,02/03/2010,12/15/2011,7
prd5,user5,category5,02/17/2013,09/29/2010,5
prd6,user6,category6,03/11/2015,05/26/2013,6
prd7,user7,category7,09/09/2017,12/14/2018,5
prd8,user8,category8,04/06/2010,08/08/2019,7
prd9,user9,category9,01/21/2017,11/24/2015,6
prd10,user10,category10,06/27/2014,08/17/2015,5
prd11,user11,category11,06/07/2015,10/10/2016,5
prd12,user12,category12,03/22/2010,04/13/2013,4
prd13,user13,category13,03/10/2011,06/18/2010,7
prd14,user14,category14,06/17/2010,10/20/2016,5
prd15,user15,category15,04/14/2016,08/17/2013,5
prd16,user16,category16,04/04/2013,06/17/2017,4
prd17,user17,category17,01/18/2011,08/07/2012,8
prd18,user18,category18,02/08/2018,05/25/2012,2
prd19,user19,category19,06/04/2015,06/28/2011,7
prd20,user20,category20,07/26/2019,10/18/2012,8
prd21,user21,category21,05/11/2014,12/06/2012,2
prd22,user22,category22,12/16/2014,12/24/2010,5
prd23,user23,category23,04/03/2012,08/28/2014,4
prd24,user24,category24,01/07/2011,10/04/2010,2
prd25,user25,category25,03/13/2017,10/27/2017,2
prd26,user26,category26,03/06/2013,12/18/2010,3
prd27,user27,category27,08/06/2013,12/30/2014,6
prd28,user28,category28,03/26/2015,12/02/2016,8
prd29,user29,category29,02/14/2013,08/01/2015,7
prd30,user30,category30,04/15/2015,07/23/2019,7
prd31,user31,category31,02/14/2019,08/25/2016,2
prd32,user32,category32,07/14/2013,11/17/2016,3
prd33,user33,category33,05/07/2014,08/12/2010,2
prd34,user34,category34,06/21/2015,07/12/2017,7
prd35,user35,category35,10/23/2017,12/07/2013,5
prd36,user36,category36,03/26/2019,08/28/2015,8
prd37,user37,category37,05/26/2018,12/22/2015,5
prd38,user38,category38,07/04/2011,08/24/2010,2
prd39,user39,category39,03/08/2010,08/18/2011,2
prd40,user40,category40,10/25/2016,11/17/2017,4
prd41,user41,category41,07/26/2010,11/15/2011,6
prd42,user42,category42,02/02/2014,11/06/2016,8
prd43,user43,category43,01/22/2014,03/20/2010,6
prd44,user44,category44,01/20/2010,09/08/2015,2
prd45,user45,category45,03/19/2015,05/20/2018,3
prd46,user46,category46,01/10/2017,06/23/2011,7
prd47,user47,category47,04/25/2019,08/15/2010,2
prd48,user48,category48,06/13/2016,08/09/2015,4
prd49,user49,category49,05/03/2011,10/01/2018,7
prd50,user50,category50,04/05/2013,07/26/2017,4
prd51,user51,category51,07/17/2016,08/04/2019,4
prd52,user52,category52,01/15/2013,10/27/2010,3
prd53,user53,category53,02/07/2015,11/30/2017,3
prd54,user54,category54,05/21/2013,12/29/2011,4
prd55,user55,category55,06/15/2011,12/12/2013,2
prd56,user56,category56,10/08/2016,12/10/2016,5
prd57,user57,category57,02/04/2014,05/26/2015,4
prd58,user58,category58,06/28/2014,07/19/2014,3
prd59,user59,category59,02/11/2013,09/17/2016,6
prd60,user60,category60,08/09/2017,12/30/2018,4
prd61,user61,category61,01/01/2019,07/13/2019,6
prd62,user62,category62,06/23/2019,07/09/2015,6
prd63,user63,category63,06/23/2016,09/19/2013,4
prd64,user64,category64,07/15/2010,09/24/2014,7
prd65,user65,category65,01/22/2018,02/05/2014,5
prd66,user66,category66,04/30/2019,07/10/2018,6
prd67,user67,category67,01/08/2014,05/04/2013,6
prd68,user68,category68,01/17/2013,08/26/2015,7
prd69,user69,category69,03/09/2013,05/05/2010,6
prd70,user70,category70,05/14/2014,06/18/2010,8
prd71,user71,category71,04/25/2014,07/02/2016,5
prd72,user72,category72,03/12/2015,12/08/2012,7
prd73,user73,category73,01/22/2017,02/04/2016,4
prd74,user74,category74,03/18/2017,06/11/2019,4
prd75,user75,category75,01/20/2012,05/19/2016,4
prd76,user76,category76,04/18/2011,05/11/2017,8
prd77,user77,category77,07/12/2015,11/29/2013,4
prd78,user78,category78,08/14/2010,11/15/2011,4
prd79,user79,category79,12/03/2010,12/22/2013,8
prd80,user80,category80,01/09/2018,10/26/2017,2
prd81,user81,category81,04/02/2016,12/20/2017,6
prd82,user82,category82,08/12/2013,12/26/2014,6
prd83,user83,category83,01/17/2011,04/27/2016,5
prd84,user84,category84,05/11/2012,12/17/2016,7
prd85,user85,category85,08/17/2011,10/15/2014,6
prd86,user86,category86,02/07/2015,07/06/2012,2
prd87,user87,category87,02/04/2013,12/04/2012,8
prd88,user88,category88,01/16/2015,10/18/2017,3
prd89,user89,category89,09/28/2013,11/19/2014,8
prd90,user90,category90,02/19/2017,06/16/2018,4
prd91,user91,category91,04/04/2015,05/12/2018,8
prd92,user92,category92,05/16/2012,05/29/2011,5
prd93,user93,category93,05/25/2018,07/28/2015,6
prd94,user94,category94,05/05/2012,08/06/2018,3
prd95,user95,category95,02/01/2017,05/28/2010,5
prd96,user96,category96,02/06/2011,08/06/2017,7
prd97,user97,category97,05/31/2015,12/12/2017,2
prd98,user98,category98,02/29/2012,03/10/2017,3
prd99,user99,category99,03/12/2014,07/11/2017,8
prd100,user100,category100,06/06/2013,06/20/2012,7
prd101,user101,category101,07/08/2010,10/01/2010,8
prd102,user102,category102,06/07/2016,09/15/2011,6
prd103,user103,category103,03/20/2011,03/24/2018,5
prd104,user104,category104,02/13/2010,03/01/2012,8
prd105,user105,category105,05/05/2010,10/06/2012,8
prd106,user106,category106,06/06/2015,10/21/2014,6
prd107,user107,category107,04/20/2010,10/13/2013,3
prd108,user108,category108,08/30/2014,11/02/2015,5
prd109,user109,category109,02/18/2015,08/02/2010,4
prd110,user110,category110,05/05/2014,11/14/2011,2
prd111,user111,category111,01/05/2012,09/07/2010,3
prd112,user112,category112,05/20/2013,06/14/2012,2
prd113,user113,category113,09/05/2017,09/12/2011,7
prd114,user114,category114,02/01/2010,11/13/2016,2
prd115,user115,category115,01/19/2012,12/12/2013,3
prd116,user116,category116,03/17/2010,04/26/2018,5
prd117,user117,category117,07/09/2010,12/29/2017,7
prd118,user118,category118,02/09/2017,09/10/2018,5
prd119,user119,category119,03/12/2012,06/08/2015,2
prd120,user120,category120,02/22/2018,10/27/2012,6
prd121,user121,category121,01/09/2010,06/09/2012,6
prd122,user122,category122,08/27/2016,10/28/2014,3
prd123,user123,category123,01/29/2015,09/06/2011,8
prd124,user124,category124,05/25/2016,10/26/2016,4
prd125,user125,category125,03/06/2010,10/26/2014,8
prd126,user126,category126,01/21/2018,01/23/2013,6
prd127,user127,category127,07/27/2015,12/08/2016,8
prd128,user128,category128,03/01/2015,08/12/2012,4
prd129,user129,category129,01/06/2017,03/06/2019,8
prd130,user130,category130,06/16/2010,08/04/2017,3
prd131,user131,category131,03/25/2015,05/30/2016,3
prd132,user132,category132,10/22/2015,11/13/2014,8
prd133,user133,category133,02/23/2019,10/16/2016,8
prd134,user134,category134,04/07/2018,08/23/2017,3
prd135,user135,category135,01/08/2011,10/18/2016,2
prd136,user136,category136,01/29/2016,07/25/2015,3
prd137,user137,category137,05/05/2016,12/13/2016,7
prd138,user138,category138,05/27/2015,06/25/2013,7
prd139,user139,category139,05/03/2013,08/10/2010,3
prd140,user140,category140,03/08/2017,05/26/2013,5
prd141,user141,category141,01/15/2016,10/15/2012,5
prd142,user142,category142,04/13/2010,08/02/2017,8
prd143,user143,category143,05/10/2016,08/13/2017,4
prd144,user144,category144,01/31/2010,04/29/2010,7
prd145,user145,category145,01/07/2017,08/07/2015,5
prd146,user146,category146,09/16/2012,10/11/2012,2
prd147,user147,category147,03/12/2018,07/04/2019,5
prd148,user148,category148,05/02/2014,09/24/2015,7
prd149,user149,category149,03/12/2016,10/25/2010,2
prd150,user150,category150,06/13/2015,10/20/2010,4
prd151,user151,category151,05/15/2017,12/12/2012,5
prd152,user152,category152,07/13/2014,09/16/2016,6
prd153,user153,category153,03/08/2011,08/18/2013,2
prd154,user154,category154,06/02/2018,09/21/2014,5
prd155,user155,category155,05/18/2019,07/16/2018,4
prd156,user156,category156,03/16/2013,07/09/2013,4
prd157,user157,category157,03/01/2011,07/17/2017,8
prd158,user158,category158,06/10/2014,08/29/2016,3
prd159,user159,category159,05/01/2017,08/10/2018,2
prd160,user160,category160,09/21/2014,12/10/2015,5
prd161,user161,category161,11/08/2018,11/25/2014,4
prd162,user162,category162,04/06/2018,08/31/2017,2
prd163,user163,category163,03/04/2019,10/25/2017,3
prd164,user164,category164,08/23/2011,12/03/2014,8
prd165,user165,category165,03/12/2013,06/15/2019,6
prd166,user166,category166,09/09/2011,10/31/2013,7
prd167,user167,category167,07/04/2014,12/14/2012,3
prd168,user168,category168,04/14/2017,11/22/2015,5
prd169,user169,category169,02/26/2011,09/10/2012,3
prd170,user170,category170,09/04/2012,10/25/2018,7
prd171,user171,category171,09/21/2010,11/21/2014,8
prd172,user172,category172,02/27/2015,05/22/2013,6
prd173,user173,category173,01/19/2015,12/20/2014,2
prd174,user174,category174,03/30/2013,06/23/2019,6
prd175,user175,category175,01/30/2015,05/02/2011,4
prd176,user176,category176,07/26/2012,11/27/2010,3
prd177,user177,category177,06/27/2017,11/14/2018,7
prd178,user178,category178,05/26/2016,08/20/2010,3
prd179,user179,category179,06/04/2011,08/07/2015,2
prd180,user180,category180,04/19/2014,05/01/2015,7
prd181,user181,category181,01/18/2013,08/22/2015,7
prd182,user182,category182,07/22/2019,11/03/2014,3
prd183,user183,category183,02/10/2016,10/26/2014,7
prd184,user184,category184,08/20/2012,11/22/2017,3
prd185,user185,category185,01/04/2010,06/30/2013,8
prd186,user186,category186,04/10/2011,09/28/2014,3
prd187,user187,category187,03/04/2019,03/31/2014,2
prd188,user188,category188,01/30/2014,12/20/2011,2
prd189,user189,category189,06/18/2012,10/11/2015,3
prd190,user190,category190,01/21/2016,11/21/2011,4
prd191,user191,category191,02/10/2013,07/15/2010,8
prd192,user192,category192,06/04/2018,07/24/2019,4
prd193,user193,category193,06/27/2013,07/10/2019,5
prd194,user194,category194,05/09/2013,10/03/2012,4
prd195,user195,category195,01/13/2019,06/15/2013,3
prd196,user196,category196,02/22/2015,03/31/2013,6
prd197,user197,category197,07/01/2012,12/22/2014,4
prd198,user198,category198,03/30/2016,12/18/2017,8
prd199,user199,category199,04/29/2015,05/25/2017,7
prd200,user200,category200,06/05/2019,06/14/2015,3
prd201,user201,category201,01/05/2017,10/27/2011,3
prd202,user202,category202,02/10/2014,12/10/2012,6
prd203,user203,category203,01/14/2012,02/21/2013,4
prd204,user204,category204,07/01/2016,12/07/2018,5
prd205,user205,category205,09/17/2013,11/26/2011,5
prd206,user206,category206,04/24/2019,06/01/2018,5
prd207,user207,category207,07/04/2017,11/28/2010,5
prd208,user208,category208,07/24/2014,10/30/2014,5
prd209,user209,category209,09/06/2015,10/21/2013,3
prd210,user210,category210,03/20/2015,05/18/2013,7
prd211,user211,category211,03/05/2014,04/18/2012,4
prd212,user212,category212,03/09/2019,06/10/2018,3
prd213,user213,category213,11/04/2010,11/10/2012,7
prd214,user214,category214,06/12/2015,12/12/2015,3
prd215,user215,category215,04/06/2012,11/13/2015,5
prd216,user216,category216,03/24/2010,10/29/2017,4
prd217,user217,category217,08/25/2018,12/20/2014,6
prd218,user218,category218,01/11/2014,04/29/2011,3
prd219,user219,category219,02/06/2017,05/19/2010,2
prd220,user220,category220,01/12/2017,05/21/2010,5
prd221,user221,category221,07/27/2011,10/15/2011,8
prd222,user222,category222,04/15/2016,08/05/2010,4
prd223,user223,category223,01/26/2015,04/13/2016,3
prd224,user224,category224,01/30/2016,06/08/2013,6
prd225,user225,category225,03/11/2018,07/27/2011,2
prd226,user226,category226,01/19/2014,07/09/2018,4
prd227,user227,category227,05/26/2019,08/24/2015,4
prd228,user228,category228,08/03/2017,09/24/2018,4
prd229,user229,category229,09/12/2011,12/24/2014,2
prd230,user230,category230,06/16/2016,12/21/2017,6
prd231,user231,category231,07/28/2015,10/07/2016,4
prd232,user232,category232,09/29/2018,12/15/2013,7
prd233,user233,category233,01/01/2016,07/27/2018,2
prd234,user234,category234,07/12/2012,11/11/2017,6
prd235,user235,category235,03/09/2015,04/17/2019,4
prd236,user236,category236,04/26/2017,09/01/2012,8
prd237,user237,category237,03/10/2017,06/06/2019,8
prd238,user238,category238,02/09/2011,11/07/2016,6
prd239,user239,category239,01/30/2016,07/07/2011,7
prd240,user240,category240,08/08/2019,09/25/2017,8
prd241,user241,category241,04/24/2018,06/06/2017,8
prd242,user242,category242,05/24/2017,11/03/2013,3
prd243,user243,category243,06/17/2013,09/01/2015,8
prd244,user244,category244,01/14/2014,06/08/2011,4
prd245,user245,category245,05/21/2016,06/15/2013,5
prd246,user246,category246,02/18/2012,03/02/2016,5
prd247,user247,category247,05/03/2011,08/03/2019,8
prd248,user248,category248,06/15/2013,10/26/2016,3
prd249,user249,category249,05/21/2014,06/10/2014,7
prd250,user250,category250,01/23/2015,05/31/2012,8
prd251,user251,category251,03/07/2017,12/10/2012,8
prd252,user252,category252,01/31/2013,04/07/2014,8
prd253,user253,category253,11/10/2011,12/07/2017,3
prd254,user254,category254,01/17/2012,03/24/2015,8
prd255,user255,category255,05/19/2018,06/17/2011,5
prd256,user256,category256,02/01/2011,05/02/2015,4
prd257,user257,category257,02/20/2010,10/19/2012,4
prd258,user258,category258,03/05/2017,12/07/2018,8
prd259,user259,category259,01/19/2019,03/01/2013,8
prd260,user260,category260,10/06/2011,11/04/2010,3
prd261,user261,category261,07/29/2010,10/20/2017,4
prd262,user262,category262,02/06/2018,04/26/2013,4
prd263,user263,category263,06/08/2011,07/08/2012,3
prd264,user264,category264,02/26/2017,09/08/2014,4
prd265,user265,category265,06/02/2010,08/24/2017,5
