user_id,product_id
user0001,prd00001
user0002,prd00001
user0001,prd00002
user0003,prd00003
user0004,prd00004
user0005,prd00005
user0006,prd00006
user0007,prd00007
user0008,prd00008
user0009,prd00009
user0010,prd00010
user0011,prd00011
user0012,prd00012
user0013,prd00013
user0014,prd00014
user0015,prd00015
user0016,prd00016
user0017,prd00017
user0018,prd00018
user0019,prd00019
user0020,prd00020
user0021,prd00021
user0022,prd00022
user0023,prd00023
user0024,prd00024
user0025,prd00025
user0026,prd00026
user0027,prd00027
user0028,prd00028
user0029,prd00029
user0030,prd00030
user0031,prd00031
user0032,prd00032
user0033,prd00033
user0034,prd00034
user0035,prd00035
user0036,prd00036
user0037,prd00037
user0038,prd00038
user0039,prd00039
user0040,prd00040
user0041,prd00041
user0042,prd00042
user0043,prd00043
user0044,prd00044
user0045,prd00045
user0046,prd00046
user0047,prd00047
user0048,prd00048
user0049,prd00049
user0050,prd00050
user0051,prd00051
user0052,prd00052
user0053,prd00053
user0054,prd00054
user0055,prd00055
user0056,prd00056
user0057,prd00057
user0058,prd00058
user0059,prd00059
user0060,prd00060
user0061,prd00061
user0062,prd00062
user0063,prd00063
user0064,prd00064
user0065,prd00065
user0066,prd00066
user0067,prd00067
user0068,prd00068
user0069,prd00069
user0070,prd00070
user0071,prd00071
user0072,prd00072
user0073,prd00073
user0074,prd00074
user0075,prd00075
user0076,prd00076
user0077,prd00077
user0078,prd00078
user0079,prd00079
user0080,prd00080
user0081,prd00081
user0082,prd00082
user0083,prd00083
user0084,prd00084
user0085,prd00085
user0086,prd00086
user0087,prd00087
user0088,prd00088
user0089,prd00089
user0090,prd00090
user0091,prd00091
user0092,prd00092
user0093,prd00093
user0094,prd00094
user0095,prd00095
user0096,prd00096
user0097,prd00097
user0098,prd00098
user0099,prd00099
user0100,prd00100
user0101,prd00101
user0102,prd00102
user0103,prd00103
user0104,prd00104
user0105,prd00105
user0106,prd00106
user0107,prd00107
user0108,prd00108
user0109,prd00109
user0110,prd00110
user0111,prd00111
user0112,prd00112
user0113,prd00113
user0114,prd00114
user0115,prd00115
user0116,prd00116
user0117,prd00117
user0118,prd00118
user0119,prd00119
user0120,prd00120
user0121,prd00121
user0122,prd00122
user0123,prd00123
user0124,prd00124
