rnt001,user001,prd001
rnt002,user003,prd005
rnt003,user004,prd002
rnt004,user002,prd002
rnt005,user001,prd001
rnt006,user002,prd002
rnt007,user003,prd003
rnt008,user004,prd004
rnt009,user005,prd005
rnt010,user006,prd006
rnt011,user007,prd007
rnt012,user008,prd008
rnt013,user009,prd009
rnt014,user010,prd010
rnt015,user011,prd011
rnt016,user012,prd012
rnt017,user013,prd013
rnt018,user014,prd014
rnt019,user015,prd015
rnt020,user016,prd016
rnt021,user017,prd017
rnt022,user018,prd018
rnt023,user019,prd019
rnt024,user020,prd020
rnt025,user021,prd021
rnt026,user022,prd022
rnt027,user023,prd023
rnt028,user024,prd024
rnt029,user025,prd025
rnt030,user026,prd026
rnt031,user027,prd027
rnt032,user028,prd028
rnt033,user029,prd029
rnt034,user030,prd030
rnt035,user031,prd031
rnt036,user032,prd032
rnt037,user033,prd033
rnt038,user034,prd034
rnt039,user035,prd035
rnt040,user036,prd036
rnt041,user037,prd037
rnt042,user038,prd038
rnt043,user039,prd039
rnt044,user040,prd040
rnt045,user041,prd041
rnt046,user042,prd042
rnt047,user043,prd043
rnt048,user044,prd044
rnt049,user045,prd045
rnt050,user046,prd046
rnt051,user047,prd047
rnt052,user048,prd048
rnt053,user049,prd049
rnt054,user050,prd050
rnt055,user051,prd051
rnt056,user052,prd052
rnt057,user053,prd053
rnt058,user054,prd054
rnt059,user055,prd055
rnt060,user056,prd056
rnt061,user057,prd057
rnt062,user058,prd058
rnt063,user059,prd059
rnt064,user060,prd060
rnt065,user061,prd061
rnt066,user062,prd062
rnt067,user063,prd063
rnt068,user064,prd064
rnt069,user065,prd065
rnt070,user066,prd066
rnt071,user067,prd067
rnt072,user068,prd068
rnt073,user069,prd069
rnt074,user070,prd070
rnt075,user071,prd071
rnt076,user072,prd072
rnt077,user073,prd073
rnt078,user074,prd074
rnt079,user075,prd075
rnt080,user076,prd076
rnt081,user077,prd077
rnt082,user078,prd078
rnt083,user079,prd079
rnt084,user080,prd080
rnt085,user081,prd081
rnt086,user082,prd082
rnt087,user083,prd083
rnt088,user084,prd084
rnt089,user085,prd085
rnt090,user086,prd086
rnt091,user087,prd087
rnt092,user088,prd088
rnt093,user089,prd089
rnt094,user090,prd090
rnt095,user091,prd091
rnt096,user092,prd092
rnt097,user093,prd093
rnt098,user094,prd094
rnt099,user095,prd095
rnt100,user096,prd096
rnt101,user097,prd097
rnt102,user098,prd098
rnt103,user099,prd099
rnt104,user100,prd100
rnt105,user101,prd101
rnt106,user102,prd102
rnt107,user103,prd103
rnt108,user104,prd104
rnt109,user105,prd105
rnt110,user106,prd106
rnt111,user107,prd107
rnt112,user108,prd108
rnt113,user109,prd109
rnt114,user110,prd110
rnt115,user111,prd111
rnt116,user112,prd112
rnt117,user113,prd113
rnt118,user114,prd114
rnt119,user115,prd115
rnt120,user116,prd116
rnt121,user117,prd117
rnt122,user118,prd118
rnt123,user119,prd119
rnt124,user120,prd120
rnt125,user121,prd121
rnt126,user122,prd122
rnt127,user123,prd123
rnt128,user124,prd124
rnt129,user125,prd125
rnt130,user126,prd126
rnt131,user127,prd127
rnt132,user128,prd128
rnt133,user129,prd129
rnt134,user130,prd130
rnt135,user131,prd131
rnt136,user132,prd132
rnt137,user133,prd133
rnt138,user134,prd134
rnt139,user135,prd135
rnt140,user136,prd136
rnt141,user137,prd137
rnt142,user138,prd138
rnt143,user139,prd139
rnt144,user140,prd140
rnt145,user141,prd141
rnt146,user142,prd142
rnt147,user143,prd143
rnt148,user144,prd144
rnt149,user145,prd145
rnt150,user146,prd146
rnt151,user147,prd147
rnt152,user148,prd148
rnt153,user149,prd149
rnt154,user150,prd150
rnt155,user151,prd151
rnt156,user152,prd152
rnt157,user153,prd153
rnt158,user154,prd154
rnt159,user155,prd155
rnt160,user156,prd156
rnt161,user157,prd157
rnt162,user158,prd158
rnt163,user159,prd159
rnt164,user160,prd160
rnt165,user161,prd161
rnt166,user162,prd162
rnt167,user163,prd163
rnt168,user164,prd164
rnt169,user165,prd165
rnt170,user166,prd166
rnt171,user167,prd167
rnt172,user168,prd168
rnt173,user169,prd169
rnt174,user170,prd170
rnt175,user171,prd171
rnt176,user172,prd172
rnt177,user173,prd173
rnt178,user174,prd174
rnt179,user175,prd175
rnt180,user176,prd176
rnt181,user177,prd177
rnt182,user178,prd178
rnt183,user179,prd179
rnt184,user180,prd180
rnt185,user181,prd181
rnt186,user182,prd182
rnt187,user183,prd183
rnt188,user184,prd184
rnt189,user185,prd185
rnt190,user186,prd186
rnt191,user187,prd187
rnt192,user188,prd188
rnt193,user189,prd189
rnt194,user190,prd190
rnt195,user191,prd191
rnt196,user192,prd192
rnt197,user193,prd193
rnt198,user194,prd194
rnt199,user195,prd195
rnt200,user196,prd196
rnt201,user197,prd197
rnt202,user198,prd198
rnt203,user199,prd199
rnt204,user200,prd200
rnt205,user201,prd201
rnt206,user202,prd202
rnt207,user203,prd203
rnt208,user204,prd204
rnt209,user205,prd205
rnt210,user206,prd206
rnt211,user207,prd207
rnt212,user208,prd208
rnt213,user209,prd209
rnt214,user210,prd210
rnt215,user211,prd211
rnt216,user212,prd212
rnt217,user213,prd213
rnt218,user214,prd214
rnt219,user215,prd215
rnt220,user216,prd216
rnt221,user217,prd217
rnt222,user218,prd218
rnt223,user219,prd219
rnt224,user220,prd220
rnt225,user221,prd221
rnt226,user222,prd222
rnt227,user223,prd223
rnt228,user224,prd224
rnt229,user225,prd225
rnt230,user226,prd226
rnt231,user227,prd227
rnt232,user228,prd228
rnt233,user229,prd229
rnt234,user230,prd230
rnt235,user231,prd231
rnt236,user232,prd232
rnt237,user233,prd233
rnt238,user234,prd234
rnt239,user235,prd235
rnt240,user236,prd236
rnt241,user237,prd237
rnt242,user238,prd238
rnt243,user239,prd239
rnt244,user240,prd240
rnt245,user241,prd241
rnt246,user242,prd242
rnt247,user243,prd243
rnt248,user244,prd244
rnt249,user245,prd245
rnt250,user246,prd246
rnt251,user247,prd247
rnt252,user248,prd248
rnt253,user249,prd249
rnt254,user250,prd250
rnt255,user251,prd251
rnt256,user252,prd252
rnt257,user253,prd253
rnt258,user254,prd254
rnt259,user255,prd255
rnt260,user256,prd256
rnt261,user257,prd257
