rental_id,customer_id,product_id
rnt00000,user0409,prd0932
rnt00001,user0026,prd0301
rnt00002,user0753,prd0307
rnt00003,user0045,prd0485
rnt00004,user0992,prd0761
rnt00005,user0270,prd0089
rnt00006,user0429,prd0638
rnt00007,user0418,prd0228
rnt00008,user0888,prd0268
rnt00009,user0896,prd0019
rnt00010,user0044,prd0864
rnt00011,user0161,prd0189
rnt00012,user0825,prd0894
rnt00013,user0428,prd0714
rnt00014,user0022,prd0335
rnt00015,user0012,prd0323
rnt00016,user0329,prd0376
rnt00017,user0880,prd0046
rnt00018,user0563,prd0762
rnt00019,user0921,prd0804
rnt00020,user0304,prd0636
rnt00021,user0619,prd0415
rnt00022,user0599,prd0408
rnt00023,user0635,prd0429
rnt00024,user0960,prd0932
rnt00025,user0464,prd0617
rnt00026,user0151,prd0019
rnt00027,user0108,prd0367
rnt00028,user0007,prd0810
rnt00029,user0360,prd0987
rnt00030,user0381,prd0629
rnt00031,user0999,prd0574
rnt00032,user0953,prd0644
rnt00033,user0259,prd0035
rnt00034,user0084,prd0468
rnt00035,user0615,prd0189
rnt00036,user0914,prd0814
rnt00037,user0311,prd0286
rnt00038,user0075,prd0525
rnt00039,user0746,prd0743
rnt00040,user0745,prd0247
rnt00041,user0285,prd0765
rnt00042,user0716,prd0662
rnt00043,user0471,prd0713
rnt00044,user0864,prd0153
rnt00045,user0261,prd0905
rnt00046,user0719,prd0702
rnt00047,user0749,prd0065
rnt00048,user0356,prd0896
rnt00049,user0858,prd0021
rnt00050,user0281,prd0107
rnt00051,user0931,prd0244
rnt00052,user0871,prd0541
rnt00053,user0808,prd0512
rnt00054,user0819,prd0915
rnt00055,user0592,prd0255
rnt00056,user0191,prd0557
rnt00057,user0006,prd0072
rnt00058,user0861,prd0758
rnt00059,user0637,prd0987
rnt00060,user0275,prd0834
rnt00061,user0896,prd0752
rnt00062,user0361,prd0870
rnt00063,user0871,prd0279
rnt00064,user0395,prd0439
rnt00065,user0048,prd0446
rnt00066,user0284,prd0747
rnt00067,user0147,prd0703
rnt00068,user0649,prd0291
rnt00069,user0269,prd0380
rnt00070,user0958,prd0339
rnt00071,user0294,prd0518
rnt00072,user0619,prd0392
rnt00073,user0922,prd0054
rnt00074,user0750,prd0939
rnt00075,user0051,prd0796
rnt00076,user0544,prd0732
rnt00077,user0811,prd0815
rnt00078,user0955,prd0054
rnt00079,user0492,prd0109
rnt00080,user0617,prd0662
rnt00081,user0981,prd0811
rnt00082,user0421,prd0481
rnt00083,user0605,prd0352
rnt00084,user0025,prd0856
rnt00085,user0511,prd0732
rnt00086,user0028,prd0738
rnt00087,user0957,prd0547
rnt00088,user0698,prd0778
rnt00089,user0976,prd0055
rnt00090,user0559,prd0706
rnt00091,user0214,prd0819
rnt00092,user0552,prd0810
rnt00093,user0328,prd0150
rnt00094,user0147,prd0441
rnt00095,user0995,prd0170
rnt00096,user0428,prd0396
rnt00097,user0471,prd0008
