customer_id,product_id
C648379,F755382
C854633,E504460
C160714,E066907
C260427,F278026
C154016,E120815
C565477,E825756
C750715,E815103
C819689,E582460
C838536,F978739
C675895,E232471
C188762,E833889
C672738,E524362
C286563,E369576
C571082,F033453
C929498,F613369
C165179,E951644
C888434,E259523
C922999,E589317
C763375,F843831
C734160,F924110
C231961,E369576
C275091,F034203
C771491,E267158
C575051,F949807
C243867,E620125
C732298,E681103
C704282,E605020
C383853,E249647
C001355,E000086
C428843,E452738
C819362,E416270
C272794,E640548
C961310,E030458
C659529,E818413
C298247,F032810
C628903,F065944
C606562,E865147
C551202,E870216
C089874,E200212
C416557,E470281
C653122,F485040
C214165,F624155
C655722,E851270
C292175,F944939
C058208,F231089
C797482,E930142
C901595,E568773
C846252,E309457
C804159,E254389
C705976,F928294
C522451,F552338
C045770,F982469
C085483,E310756
C166564,E226274
C200001,F722993
C616603,E087565
C647780,F468786
C819689,E404733
C427647,E852049
C334805,E437002
C425574,F878696
C922124,E704997
C839812,F750677
C220150,F079846
C734839,F178117
C236320,F747600
C606385,E795224
C296082,E862792
C758780,F624155
C315363,E663602
C041526,E066907
C718046,E088982
C186996,E635953
C926998,F652336
C248776,F508778
C901595,E185947
C235341,E525937
C304307,F924110
C674448,F693513
C891280,F830473
C536186,F754060
C002776,E025272
C206899,E127263
C732298,E085183
C889628,E777721
C692454,F913014
C200038,E635953
C113175,E965454
C428880,E113663
C919389,F050334
C052558,E266062
C447912,E307866
C338242,E757904
C799141,E078168
C404085,E580207
C349258,F792368
C603781,F445391
C606562,F125202
C761154,E865147
C151663,F567483
C788472,E013875
C186996,F557939
C743421,F703041
C127310,F017718
C407615,E345044
C487571,F581252
C110417,F232950
C934134,F182636
C546735,E759346
C505433,E781346
C662661,F364498
C814301,F522492
C727665,F302119
C948938,E212172
C435384,F668765
C584530,E946845
C959913,E493080
C354903,F613369
C868055,F504662
C947121,E210243
C281819,E321696
C211087,F275469
C321785,F582255
C025690,E378463
C749930,F155721
C945597,E713539
C326089,F009493
C860227,F667565
C963341,E484662
C837865,F617839
