product_id,description,product_type,quantity_available
49,White,Television,8
57,Red,Sofa,8
79,Yellow,Sofa,3
57,Blue,Sofa,2
47,Pink,Chair,5
94,Pink,Lamp,9
31,Blue,Lamp,1
40,Black,Sofa,13
26,Yellow,Lamp,4
32,Yellow,Television,7
23,Black,Lamp,13
91,Black,Lamp,10
35,Black,Sofa,11
35,Black,Television,3
36,Green,Television,2
23,Red,Sofa,5
15,Red,Television,7
37,Black,Chair,0
59,Green,Chair,8
27,Blue,Lamp,13
02,Pink,Television,9
34,White,Chair,6
95,White,Lamp,9
84,Green,Television,13
94,Black,Table,4
28,Black,Sofa,9
85,Black,Lamp,7
82,Blue,Sofa,5
12,Blue,Lamp,12
26,White,Sofa,2
75,Black,Table,5
56,Black,Lamp,9
92,Black,Television,9
84,Black,Television,4
06,Red,Lamp,13
27,Yellow,Television,15
03,Red,Sofa,13
86,White,Television,5
62,Black,Television,9
75,Green,Sofa,8
37,Pink,Lamp,0
32,Black,Table,5
85,Red,Chair,10
76,Red,Chair,5
57,Pink,Lamp,5
32,White,Sofa,13
80,White,Television,8
14,Black,Chair,14
48,White,Lamp,5
10,Green,Lamp,5
48,Black,Chair,9
09,Green,Sofa,3
23,Pink,Chair,7
56,Yellow,Television,0
98,Blue,Chair,7
38,Green,Television,12
17,White,Table,7
67,Black,Lamp,11
14,Black,Lamp,11
78,Green,Table,14
78,Pink,Sofa,1
31,Black,Table,3
48,White,Chair,7
68,Blue,Lamp,6
02,White,Sofa,3
41,Red,Table,8
58,Red,Sofa,10
03,White,Lamp,8
92,Red,Lamp,3
62,Black,Table,10
56,Red,Lamp,1
83,Black,Television,6
34,Blue,Television,9
36,Blue,Sofa,0
06,Black,Lamp,0
63,Yellow,Lamp,1
08,Red,Table,13
49,Blue,Television,11
59,White,Sofa,5
08,White,Chair,5
94,Black,Sofa,0
36,White,Television,4
51,Black,Television,3
74,Green,Television,10
08,Black,Chair,11
18,Black,Television,8
96,Green,Table,15
53,Green,Table,11
89,Green,Sofa,8
36,Black,Sofa,7
74,Green,Chair,6
42,Yellow,Lamp,2
59,White,Table,14
68,Pink,Table,5
71,Blue,Lamp,8
31,Green,Sofa,11
63,Green,Table,13
47,Red,Table,3
68,Pink,Television,15
29,Yellow,Sofa,4
49,Yellow,Lamp,15
08,Black,Television,7
80,Yellow,Sofa,15
63,Pink,Chair,12
53,Pink,Table,11
89,Yellow,Chair,12
67,Pink,Sofa,6
84,Yellow,Table,3
68,Blue,Sofa,12
69,White,Television,14
60,White,Chair,5
41,White,Lamp,13
07,Black,Table,7
74,Yellow,Television,13
06,Blue,Television,0
47,Blue,Television,7
16,Pink,Chair,4
19,Green,Table,5
65,Black,Lamp,4
13,Pink,Chair,14
31,White,Television,12
75,Black,Table,14
38,Black,Lamp,3
71,Black,Sofa,15
56,Black,Chair,4
32,Yellow,Table,12
73,Green,Television,8
09,Yellow,Sofa,10
21,Green,Chair,8
92,Yellow,Television,12
84,Green,Sofa,7
25,Pink,Sofa,5
45,Red,Chair,3
49,Pink,Lamp,8
52,Yellow,Lamp,15
95,White,Lamp,2
92,Red,Chair,2
30,Yellow,Lamp,2
91,Green,Chair,13
69,Red,Television,13
25,Blue,Sofa,10
60,Red,Sofa,14
04,Blue,Table,2
06,Pink,Sofa,10
91,Yellow,Chair,4
30,White,Television,9
03,Pink,Sofa,11
68,Green,Table,1
09,Pink,Table,7
41,White,Chair,5
58,Yellow,Lamp,6
17,Black,Sofa,7
93,Green,Table,15
73,Blue,Table,5
92,Pink,Table,3
16,Black,Lamp,0
62,Green,Television,0
50,Green,Sofa,8
56,Green,Table,14
41,Green,Table,14
93,Blue,Lamp,3
68,Green,Chair,13
83,White,Sofa,15
76,Black,Table,5
40,Red,Lamp,9
54,White,Lamp,8
98,White,Lamp,7
51,Pink,Chair,5
06,Red,Television,2
26,Pink,Table,11
52,White,Television,7
95,Pink,Television,5
98,White,Television,0
98,Yellow,Table,2
67,Pink,Lamp,7
04,Pink,Television,7
76,Red,Lamp,5
58,Blue,Lamp,1
86,Pink,Sofa,15
16,Black,Lamp,3
79,Pink,Lamp,1
24,White,Lamp,13
05,Green,Sofa,13
80,Pink,Television,4
51,Blue,Sofa,13
01,White,Sofa,8
37,Blue,Lamp,11
59,Green,Table,7
65,Pink,Table,12
34,Red,Lamp,4
96,White,Sofa,5
43,Yellow,Television,10
20,Blue,Lamp,14
03,Black,Lamp,1
60,Pink,Table,1
08,White,Lamp,10
53,Green,Television,2
75,White,Television,9
79,Yellow,Television,14
81,Red,Sofa,6
80,Pink,Table,8
10,Blue,Television,8
43,Red,Lamp,2
61,Black,Lamp,7
83,Pink,Sofa,12
45,Blue,Chair,10
52,White,Television,5
86,Yellow,Table,6
91,Red,Sofa,0
13,Green,Sofa,0
34,Blue,Table,8
25,Pink,Chair,3
29,White,Television,6
95,Green,Lamp,14
68,Red,Television,1
52,White,Chair,9
23,Yellow,Sofa,2
46,Yellow,Chair,12
29,Pink,Sofa,11
42,White,Table,10
60,Blue,Lamp,9
58,Green,Lamp,15
79,Black,Table,2
91,Blue,Sofa,4
59,White,Chair,6
79,Pink,Television,7
67,Red,Table,3
56,Red,Television,6
41,Blue,Sofa,1
39,White,Sofa,11
86,White,Table,10
47,Pink,Chair,4
18,Black,Sofa,7
