rental_id,customer_id,product_id
81b3d4ee-eb16-47fd-a31e-3c37466ac0c2,a36666e1-6e8a-40ab-9ce3-acbf019d06d8,262ad4f0-df0e-47d5-9a54-ba7c8bb191da
776206bc-969d-4f1d-9b97-fdfda7b2f2c6,996fe4ef-b1f4-4b4e-8c42-e6713f0f8e1f,c8679422-8545-479b-b1e4-1e9b6029db90
7b232418-4cbe-4281-a904-7666525d4277,2ea7a026-fc38-4380-ba67-7ec1b60270dc,343aaf71-eb2d-49dc-ae1c-9f2ad4610fa3
60673c2f-ddca-46dd-ac93-b14c0f2b542a,efe68fbf-8264-48ca-b883-b1bb9da2ab47,345388b7-de15-4f91-b741-6f6b5bd15ae5
e0e58742-2159-4047-a1ab-21b9a9cf321b,6e60b0f2-322c-47a0-bd6b-5ea3166651a8,1e777393-f0ab-48ce-96a6-dc464cb9697c
56aa62eb-4e0f-4ff4-8603-4e4c2f40f820,6542597c-5aa1-4c80-9e02-04c0c9d3f5ae,6a42fc69-4626-4325-854f-2d28fc07a403
613d148d-0ccc-4ec0-9a9f-c6b2f6538f8b,61c56067-f6da-469e-b0ad-ce55b9659501,8e761358-352b-4a03-bd7d-5a086a94dee7
b206607d-5bdb-47f2-8f53-917a101adc51,cb499ba4-6ab1-45bf-a6ae-319d2d0a8c6b,d63f87ed-9373-4fce-8dd3-a5e926bda77e
0440b0b6-685c-4657-8526-af4da51cd52e,04072471-204d-4f77-a349-974d5526b657,9b3c4c68-500c-4d6a-9fdf-051b5942b8fd
d1dd24a1-b5a1-4713-9784-7303acc43cff,3b67be2d-dbd6-4265-b266-28113d90a389,ccb40b58-e7b7-49ef-b635-f40de7a5eaeb
f8d9567e-2b57-4306-b1e8-15a1da916f3a,9dfad4c6-8770-4f7f-8a16-4b5c3d229069,4d26bd88-ca02-438d-8277-47c2c2fe1a31
d30c4594-c99f-49d1-836e-0de13541fe35,42ab6fbf-1622-46eb-9da0-0120b0ea5b4f,99b48eed-a90d-4b09-8a45-6efea33cf032
59f2883f-c60c-4646-9cbd-fa67a3d5546b,5b9b8cbc-e921-41a8-8f45-c54f8f6b36f1,9ae01aa6-d7af-45ca-b2fd-e6ecf67065a1
791ce168-91ac-4025-98d6-c7f99318e292,c4ed3d98-e0c0-427d-87d4-74ffe5c270ba,a4d8c95e-3be6-48fe-8985-f2ec8bb4464b
0dfca7d1-7a3a-4a89-b141-0dc5f7b4cd76,51cda88d-9e31-4c5b-bf38-4c67fca75e2e,ff0585b1-23e8-4fd4-b134-2f97bba055f3
7b9b6d2a-8048-46a5-aea5-181f7227bce1,7470e6b3-d9d3-4868-a850-f409ee029afc,a68862e8-a82d-4f8d-b297-d9c9b9fab51f
7d52feed-faf8-4b43-8e54-d058284419b4,cfdbef8c-a741-47df-a73a-257ac396f93e,556037cd-01ee-4674-a53d-acc9a2215d1d
1cacff01-1d4d-46a6-a979-078a045a2d63,152bd375-1291-4099-954a-3e80032cc9b3,fffc5323-ded9-4b5b-8b86-baded579e53c
20723669-85eb-4e97-97f2-abcb4aa77bd6,c44c97c1-72b3-48f9-83ee-4767294d5fd0,8ed536c2-53dd-40b3-a2b6-48037a69ea61
bfe61e55-4003-4ec8-9fe5-0537e8196921,77a83f8b-a944-4f16-9772-1c3c0ea5fd4d,4ff28c47-e9c0-4ece-9065-9af599050fee
3491c7b8-0af0-44c6-acac-67fe2122694a,e81d93fd-74bb-407f-9373-bba810efde52,b296bed7-e020-4dc4-b197-c01d07a15256
8cb18f44-3a68-475b-976c-8bccbb8c7738,7a9a829f-db70-4732-a054-6743e3b0f722,30a9622a-108f-4ad3-af2b-0a81069a2c5c
9075a476-f169-40fa-8c38-b828182b62bb,131244fc-0fd8-4a8b-82df-e2045a3cd1ae,4771bae3-43c3-4065-8381-ba6752b753f3
b06840ac-7dcd-41eb-91cf-198ac382ae3c,cdf4dc72-ad77-47ab-baa0-df9c5b6d3230,f9867ba5-bbc3-424c-bf79-a6a75124747d
3cc825f3-b1cf-4b70-97d4-70ee0127a340,5c9a7188-d324-4a97-920a-1a6c58f0d7bb,d017188d-a533-4c14-8749-0b5417fd4216
5b2a3a15-6ca9-4a7b-8690-ad2fb47b1809,b5c440ee-b1ed-4797-9973-67d40a774cd8,3c786257-94c3-4db9-a9b1-d0fc0d0df864
9e5d1459-7beb-4f2c-a0c1-45baefd19412,697cef30-73de-4f82-8951-461c8b4ebc21,41193363-e57c-4f7b-9b65-e0fce8d3c05b
f0c3e0ab-7f2a-4841-9a9a-e81bef8479f6,ab736c6a-7f1c-4f7d-9766-3eeeb8ed5cfb,f12e8d0b-ab88-431b-82d9-f52100aed0f4
