product_id1,description1,product_type1,4
product_id2,description2,product_type2,0
product_id3,description3,product_type3,0
product_id4,description4,product_type4,2
product_id5,description5,product_type5,8
product_id6,description6,product_type6,8
product_id7,description7,product_type7,7
product_id8,description8,product_type8,8
product_id9,description9,product_type9,8
product_id10,description10,product_type10,8
product_id11,description11,product_type11,7
product_id12,description12,product_type12,0
product_id13,description13,product_type13,8
product_id14,description14,product_type14,4
product_id15,description15,product_type15,7
product_id16,description16,product_type16,1
product_id17,description17,product_type17,0
product_id18,description18,product_type18,9
product_id19,description19,product_type19,2
product_id20,description20,product_type20,7
product_id21,description21,product_type21,3
product_id22,description22,product_type22,8
product_id23,description23,product_type23,7
product_id24,description24,product_type24,7
product_id25,description25,product_type25,7
product_id26,description26,product_type26,3
product_id27,description27,product_type27,0
product_id28,description28,product_type28,7
product_id29,description29,product_type29,3
product_id30,description30,product_type30,9
product_id31,description31,product_type31,7
product_id32,description32,product_type32,0
product_id33,description33,product_type33,0
product_id34,description34,product_type34,3
product_id35,description35,product_type35,2
product_id36,description36,product_type36,8
product_id37,description37,product_type37,8
product_id38,description38,product_type38,7
product_id39,description39,product_type39,4
product_id40,description40,product_type40,1
product_id41,description41,product_type41,2
product_id42,description42,product_type42,3
product_id43,description43,product_type43,0
product_id44,description44,product_type44,4
product_id45,description45,product_type45,3
product_id46,description46,product_type46,7
product_id47,description47,product_type47,1
product_id48,description48,product_type48,6
product_id49,description49,product_type49,9
product_id50,description50,product_type50,4
product_id51,description51,product_type51,4
product_id52,description52,product_type52,3
product_id53,description53,product_type53,4
product_id54,description54,product_type54,2
product_id55,description55,product_type55,6
product_id56,description56,product_type56,6
product_id57,description57,product_type57,2
product_id58,description58,product_type58,4
product_id59,description59,product_type59,9
product_id60,description60,product_type60,3
product_id61,description61,product_type61,2
product_id62,description62,product_type62,8
product_id63,description63,product_type63,9
product_id64,description64,product_type64,0
product_id65,description65,product_type65,1
product_id66,description66,product_type66,2
product_id67,description67,product_type67,3
product_id68,description68,product_type68,8
product_id69,description69,product_type69,1
product_id70,description70,product_type70,3
product_id71,description71,product_type71,0
product_id72,description72,product_type72,7
product_id73,description73,product_type73,9
product_id74,description74,product_type74,5
product_id75,description75,product_type75,6
product_id76,description76,product_type76,9
product_id77,description77,product_type77,9
product_id78,description78,product_type78,0
product_id79,description79,product_type79,9
product_id80,description80,product_type80,5
product_id81,description81,product_type81,5
product_id82,description82,product_type82,0
product_id83,description83,product_type83,8
product_id84,description84,product_type84,8
product_id85,description85,product_type85,4
product_id86,description86,product_type86,2
product_id87,description87,product_type87,2
product_id88,description88,product_type88,8
product_id89,description89,product_type89,1
product_id90,description90,product_type90,4
product_id91,description91,product_type91,1
product_id92,description92,product_type92,8
product_id93,description93,product_type93,2
product_id94,description94,product_type94,0
product_id95,description95,product_type95,1
product_id96,description96,product_type96,0
product_id97,description97,product_type97,4
product_id98,description98,product_type98,2
product_id99,description99,product_type99,4
product_id100,description100,product_type100,5
product_id101,description101,product_type101,5
product_id102,description102,product_type102,4
product_id103,description103,product_type103,6
product_id104,description104,product_type104,8
product_id105,description105,product_type105,8
product_id106,description106,product_type106,2
product_id107,description107,product_type107,6
product_id108,description108,product_type108,0
product_id109,description109,product_type109,6
product_id110,description110,product_type110,3
product_id111,description111,product_type111,9
product_id112,description112,product_type112,4
product_id113,description113,product_type113,3
product_id114,description114,product_type114,6
product_id115,description115,product_type115,5
product_id116,description116,product_type116,4
product_id117,description117,product_type117,6
product_id118,description118,product_type118,4
product_id119,description119,product_type119,4
product_id120,description120,product_type120,1
product_id121,description121,product_type121,2
product_id122,description122,product_type122,2
product_id123,description123,product_type123,4
product_id124,description124,product_type124,3
product_id125,description125,product_type125,7
product_id126,description126,product_type126,0
product_id127,description127,product_type127,3
product_id128,description128,product_type128,7
product_id129,description129,product_type129,7
product_id130,description130,product_type130,5
product_id131,description131,product_type131,9
product_id132,description132,product_type132,2
product_id133,description133,product_type133,0
product_id134,description134,product_type134,6
product_id135,description135,product_type135,3
product_id136,description136,product_type136,6
product_id137,description137,product_type137,5
product_id138,description138,product_type138,4
product_id139,description139,product_type139,7
product_id140,description140,product_type140,6
product_id141,description141,product_type141,4
product_id142,description142,product_type142,1
product_id143,description143,product_type143,4
product_id144,description144,product_type144,5
product_id145,description145,product_type145,0
product_id146,description146,product_type146,8
product_id147,description147,product_type147,0
product_id148,description148,product_type148,6
product_id149,description149,product_type149,9
product_id150,description150,product_type150,5
product_id151,description151,product_type151,5
product_id152,description152,product_type152,5
product_id153,description153,product_type153,4
product_id154,description154,product_type154,6
product_id155,description155,product_type155,6
product_id156,description156,product_type156,5
product_id157,description157,product_type157,3
product_id158,description158,product_type158,7
product_id159,description159,product_type159,7
product_id160,description160,product_type160,9
product_id161,description161,product_type161,8
product_id162,description162,product_type162,6
product_id163,description163,product_type163,3
product_id164,description164,product_type164,3
product_id165,description165,product_type165,9
product_id166,description166,product_type166,4
product_id167,description167,product_type167,2
product_id168,description168,product_type168,3
product_id169,description169,product_type169,0
product_id170,description170,product_type170,5
product_id171,description171,product_type171,5
product_id172,description172,product_type172,8
product_id173,description173,product_type173,6
product_id174,description174,product_type174,5
product_id175,description175,product_type175,6
product_id176,description176,product_type176,2
product_id177,description177,product_type177,0
product_id178,description178,product_type178,4
product_id179,description179,product_type179,4
product_id180,description180,product_type180,9
product_id181,description181,product_type181,6
product_id182,description182,product_type182,3
product_id183,description183,product_type183,5
product_id184,description184,product_type184,8
product_id185,description185,product_type185,5
product_id186,description186,product_type186,2
product_id187,description187,product_type187,0
product_id188,description188,product_type188,2
product_id189,description189,product_type189,0
product_id190,description190,product_type190,7
product_id191,description191,product_type191,7
product_id192,description192,product_type192,9
product_id193,description193,product_type193,1
product_id194,description194,product_type194,3
product_id195,description195,product_type195,5
product_id196,description196,product_type196,7
product_id197,description197,product_type197,8
product_id198,description198,product_type198,7
product_id199,description199,product_type199,7
product_id200,description200,product_type200,8
product_id201,description201,product_type201,7
product_id202,description202,product_type202,9
product_id203,description203,product_type203,5
product_id204,description204,product_type204,2
product_id205,description205,product_type205,8
product_id206,description206,product_type206,1
product_id207,description207,product_type207,2
product_id208,description208,product_type208,3
product_id209,description209,product_type209,9
product_id210,description210,product_type210,4
product_id211,description211,product_type211,7
product_id212,description212,product_type212,6
product_id213,description213,product_type213,7
product_id214,description214,product_type214,0
product_id215,description215,product_type215,3
product_id216,description216,product_type216,1
product_id217,description217,product_type217,9
product_id218,description218,product_type218,2
product_id219,description219,product_type219,3
product_id220,description220,product_type220,2
product_id221,description221,product_type221,1
product_id222,description222,product_type222,4
product_id223,description223,product_type223,0
product_id224,description224,product_type224,2
product_id225,description225,product_type225,9
product_id226,description226,product_type226,2
product_id227,description227,product_type227,1
product_id228,description228,product_type228,6
product_id229,description229,product_type229,1
product_id230,description230,product_type230,0
product_id231,description231,product_type231,1
product_id232,description232,product_type232,6
product_id233,description233,product_type233,1
product_id234,description234,product_type234,3
product_id235,description235,product_type235,8
product_id236,description236,product_type236,8
product_id237,description237,product_type237,9
product_id238,description238,product_type238,3
product_id239,description239,product_type239,1
product_id240,description240,product_type240,7
product_id241,description241,product_type241,5
product_id242,description242,product_type242,2
product_id243,description243,product_type243,6
product_id244,description244,product_type244,8
product_id245,description245,product_type245,3
product_id246,description246,product_type246,3
product_id247,description247,product_type247,7
product_id248,description248,product_type248,5
product_id249,description249,product_type249,1
product_id250,description250,product_type250,9
product_id251,description251,product_type251,7
product_id252,description252,product_type252,6
product_id253,description253,product_type253,3
product_id254,description254,product_type254,8
product_id255,description255,product_type255,0
product_id256,description256,product_type256,3
product_id257,description257,product_type257,9
product_id258,description258,product_type258,7
product_id259,description259,product_type259,8
product_id260,description260,product_type260,7
product_id261,description261,product_type261,5
product_id262,description262,product_type262,6
product_id263,description263,product_type263,0
product_id264,description264,product_type264,1
product_id265,description265,product_type265,5
product_id266,description266,product_type266,7
product_id267,description267,product_type267,7
product_id268,description268,product_type268,5
product_id269,description269,product_type269,6
product_id270,description270,product_type270,2
product_id271,description271,product_type271,1
product_id272,description272,product_type272,5
product_id273,description273,product_type273,3
product_id274,description274,product_type274,6
product_id275,description275,product_type275,4
product_id276,description276,product_type276,9
product_id277,description277,product_type277,0
product_id278,description278,product_type278,4
product_id279,description279,product_type279,5
product_id280,description280,product_type280,3
product_id281,description281,product_type281,6
product_id282,description282,product_type282,6
product_id283,description283,product_type283,1
product_id284,description284,product_type284,0
product_id285,description285,product_type285,2
product_id286,description286,product_type286,8
product_id287,description287,product_type287,8
product_id288,description288,product_type288,8
product_id289,description289,product_type289,5
product_id290,description290,product_type290,1
product_id291,description291,product_type291,8
product_id292,description292,product_type292,5
product_id293,description293,product_type293,9
product_id294,description294,product_type294,4
product_id295,description295,product_type295,9
product_id296,description296,product_type296,9
product_id297,description297,product_type297,1
product_id298,description298,product_type298,0
product_id299,description299,product_type299,9
product_id300,description300,product_type300,0
product_id301,description301,product_type301,1
product_id302,description302,product_type302,7
product_id303,description303,product_type303,5
product_id304,description304,product_type304,9
product_id305,description305,product_type305,7
product_id306,description306,product_type306,8
product_id307,description307,product_type307,4
product_id308,description308,product_type308,2
product_id309,description309,product_type309,8
product_id310,description310,product_type310,0
product_id311,description311,product_type311,3
product_id312,description312,product_type312,5
product_id313,description313,product_type313,0
product_id314,description314,product_type314,6
product_id315,description315,product_type315,8
product_id316,description316,product_type316,2
product_id317,description317,product_type317,8
product_id318,description318,product_type318,8
product_id319,description319,product_type319,3
product_id320,description320,product_type320,8
product_id321,description321,product_type321,8
product_id322,description322,product_type322,7
product_id323,description323,product_type323,3
product_id324,description324,product_type324,5
product_id325,description325,product_type325,7
product_id326,description326,product_type326,8
product_id327,description327,product_type327,0
product_id328,description328,product_type328,1
product_id329,description329,product_type329,4
product_id330,description330,product_type330,1
product_id331,description331,product_type331,6
product_id332,description332,product_type332,7
product_id333,description333,product_type333,1
product_id334,description334,product_type334,4
product_id335,description335,product_type335,3
product_id336,description336,product_type336,2
product_id337,description337,product_type337,6
product_id338,description338,product_type338,7
product_id339,description339,product_type339,4
product_id340,description340,product_type340,4
product_id341,description341,product_type341,2
product_id342,description342,product_type342,9
product_id343,description343,product_type343,9
product_id344,description344,product_type344,3
product_id345,description345,product_type345,2
product_id346,description346,product_type346,5
product_id347,description347,product_type347,7
product_id348,description348,product_type348,4
product_id349,description349,product_type349,6
product_id350,description350,product_type350,1
product_id351,description351,product_type351,3
product_id352,description352,product_type352,6
product_id353,description353,product_type353,0
product_id354,description354,product_type354,4
product_id355,description355,product_type355,4
product_id356,description356,product_type356,0
product_id357,description357,product_type357,4
product_id358,description358,product_type358,9
product_id359,description359,product_type359,1
product_id360,description360,product_type360,5
product_id361,description361,product_type361,0
product_id362,description362,product_type362,3
product_id363,description363,product_type363,7
product_id364,description364,product_type364,1
product_id365,description365,product_type365,5
product_id366,description366,product_type366,2
product_id367,description367,product_type367,4
product_id368,description368,product_type368,6
product_id369,description369,product_type369,3
product_id370,description370,product_type370,6
product_id371,description371,product_type371,6
product_id372,description372,product_type372,6
product_id373,description373,product_type373,9
product_id374,description374,product_type374,9
product_id375,description375,product_type375,0
product_id376,description376,product_type376,8
product_id377,description377,product_type377,2
product_id378,description378,product_type378,0
product_id379,description379,product_type379,2
product_id380,description380,product_type380,1
product_id381,description381,product_type381,1
product_id382,description382,product_type382,6
product_id383,description383,product_type383,3
product_id384,description384,product_type384,9
product_id385,description385,product_type385,3
product_id386,description386,product_type386,7
product_id387,description387,product_type387,6
product_id388,description388,product_type388,7
product_id389,description389,product_type389,4
product_id390,description390,product_type390,7
product_id391,description391,product_type391,8
product_id392,description392,product_type392,8
product_id393,description393,product_type393,8
product_id394,description394,product_type394,7
product_id395,description395,product_type395,9
product_id396,description396,product_type396,7
product_id397,description397,product_type397,9
product_id398,description398,product_type398,0
product_id399,description399,product_type399,5
product_id400,description400,product_type400,2
product_id401,description401,product_type401,3
product_id402,description402,product_type402,3
product_id403,description403,product_type403,1
product_id404,description404,product_type404,2
product_id405,description405,product_type405,1
product_id406,description406,product_type406,9
product_id407,description407,product_type407,6
product_id408,description408,product_type408,9
product_id409,description409,product_type409,5
product_id410,description410,product_type410,7
product_id411,description411,product_type411,9
product_id412,description412,product_type412,3
product_id413,description413,product_type413,2
product_id414,description414,product_type414,2
product_id415,description415,product_type415,4
product_id416,description416,product_type416,6
product_id417,description417,product_type417,3
product_id418,description418,product_type418,4
product_id419,description419,product_type419,1
product_id420,description420,product_type420,9
product_id421,description421,product_type421,1
product_id422,description422,product_type422,9
product_id423,description423,product_type423,0
product_id424,description424,product_type424,4
product_id425,description425,product_type425,7
product_id426,description426,product_type426,0
product_id427,description427,product_type427,6
product_id428,description428,product_type428,3
product_id429,description429,product_type429,4
product_id430,description430,product_type430,3
product_id431,description431,product_type431,4
product_id432,description432,product_type432,6
product_id433,description433,product_type433,3
product_id434,description434,product_type434,8
product_id435,description435,product_type435,6
product_id436,description436,product_type436,8
product_id437,description437,product_type437,9
product_id438,description438,product_type438,4
product_id439,description439,product_type439,0
product_id440,description440,product_type440,9
product_id441,description441,product_type441,5
product_id442,description442,product_type442,4
product_id443,description443,product_type443,2
product_id444,description444,product_type444,3
product_id445,description445,product_type445,5
product_id446,description446,product_type446,1
product_id447,description447,product_type447,8
product_id448,description448,product_type448,0
product_id449,description449,product_type449,5
product_id450,description450,product_type450,9
product_id451,description451,product_type451,8
product_id452,description452,product_type452,7
product_id453,description453,product_type453,0
product_id454,description454,product_type454,6
product_id455,description455,product_type455,2
product_id456,description456,product_type456,7
product_id457,description457,product_type457,0
product_id458,description458,product_type458,1
product_id459,description459,product_type459,0
product_id460,description460,product_type460,9
product_id461,description461,product_type461,7
product_id462,description462,product_type462,4
product_id463,description463,product_type463,6
product_id464,description464,product_type464,4
product_id465,description465,product_type465,0
product_id466,description466,product_type466,2
product_id467,description467,product_type467,7
product_id468,description468,product_type468,6
product_id469,description469,product_type469,5
product_id470,description470,product_type470,4
product_id471,description471,product_type471,3
product_id472,description472,product_type472,7
product_id473,description473,product_type473,0
product_id474,description474,product_type474,3
product_id475,description475,product_type475,3
product_id476,description476,product_type476,8
product_id477,description477,product_type477,9
product_id478,description478,product_type478,3
product_id479,description479,product_type479,0
product_id480,description480,product_type480,1
product_id481,description481,product_type481,1
product_id482,description482,product_type482,9
product_id483,description483,product_type483,1
product_id484,description484,product_type484,1
product_id485,description485,product_type485,6
product_id486,description486,product_type486,7
product_id487,description487,product_type487,0
product_id488,description488,product_type488,0
product_id489,description489,product_type489,7
product_id490,description490,product_type490,4
product_id491,description491,product_type491,5
product_id492,description492,product_type492,9
product_id493,description493,product_type493,5
product_id494,description494,product_type494,8
product_id495,description495,product_type495,3
product_id496,description496,product_type496,8
product_id497,description497,product_type497,7
product_id498,description498,product_type498,7
product_id499,description499,product_type499,0
product_id500,description500,product_type500,9
product_id501,description501,product_type501,1
product_id502,description502,product_type502,1
product_id503,description503,product_type503,6
product_id504,description504,product_type504,5
product_id505,description505,product_type505,5
product_id506,description506,product_type506,3
product_id507,description507,product_type507,2
product_id508,description508,product_type508,6
product_id509,description509,product_type509,3
product_id510,description510,product_type510,0
product_id511,description511,product_type511,3
product_id512,description512,product_type512,1
product_id513,description513,product_type513,8
product_id514,description514,product_type514,2
product_id515,description515,product_type515,9
product_id516,description516,product_type516,7
product_id517,description517,product_type517,2
product_id518,description518,product_type518,0
product_id519,description519,product_type519,4
product_id520,description520,product_type520,6
