r_id293,p_id555,c_id807
r_id950,p_id623,c_id170
r_id917,p_id123,c_id15
r_id697,p_id544,c_id104
r_id337,p_id580,c_id378
r_id501,p_id432,c_id193
r_id214,p_id930,c_id516
r_id15,p_id729,c_id216
r_id718,p_id3,c_id744
r_id183,p_id993,c_id162
r_id303,p_id275,c_id177
r_id383,p_id228,c_id869
r_id718,p_id241,c_id129
r_id455,p_id560,c_id142
r_id77,p_id343,c_id507
r_id724,p_id891,c_id145
r_id558,p_id60,c_id171
r_id922,p_id616,c_id287
r_id456,p_id385,c_id279
r_id599,p_id613,c_id57
r_id472,p_id818,c_id540
r_id612,p_id754,c_id324
r_id705,p_id60,c_id596
r_id45,p_id516,c_id708
r_id618,p_id623,c_id2
r_id878,p_id988,c_id689
r_id967,p_id492,c_id335
r_id949,p_id610,c_id610
r_id792,p_id331,c_id418
r_id91,p_id488,c_id226
r_id351,p_id199,c_id32
r_id821,p_id218,c_id159
r_id790,p_id257,c_id697
r_id464,p_id60,c_id263
r_id260,p_id319,c_id955
r_id781,p_id591,c_id201
r_id839,p_id973,c_id362
r_id998,p_id182,c_id770
r_id203,p_id790,c_id538
r_id799,p_id381,c_id20
r_id867,p_id280,c_id205
r_id974,p_id44,c_id344
r_id861,p_id994,c_id28
r_id658,p_id847,c_id751
r_id344,p_id590,c_id935
r_id136,p_id139,c_id484
r_id945,p_id521,c_id279
r_id175,p_id456,c_id134
r_id157,p_id856,c_id395
r_id489,p_id782,c_id763
r_id520,p_id661,c_id590
r_id226,p_id55,c_id468
r_id465,p_id984,c_id865
r_id734,p_id81,c_id195
r_id236,p_id185,c_id579
r_id834,p_id745,c_id834
r_id603,p_id674,c_id234
r_id26,p_id516,c_id943
r_id41,p_id189,c_id976
r_id560,p_id182,c_id48
r_id686,p_id361,c_id994
r_id32,p_id247,c_id103
r_id633,p_id332,c_id536
r_id304,p_id740,c_id986
r_id904,p_id830,c_id423
r_id632,p_id85,c_id439
r_id81,p_id554,c_id990
r_id635,p_id90,c_id790
r_id49,p_id137,c_id211
r_id542,p_id411,c_id326
r_id905,p_id682,c_id865
r_id786,p_id114,c_id158
r_id922,p_id175,c_id410
r_id270,p_id462,c_id338
r_id768,p_id928,c_id656
r_id612,p_id83,c_id391
r_id855,p_id494,c_id468
r_id811,p_id627,c_id57
r_id250,p_id555,c_id616
r_id759,p_id37,c_id514
r_id62,p_id27,c_id500
r_id944,p_id297,c_id987
r_id102,p_id393,c_id296
r_id118,p_id798,c_id922
r_id742,p_id538,c_id166
r_id611,p_id852,c_id7
r_id270,p_id549,c_id786
r_id89,p_id260,c_id149
r_id898,p_id905,c_id653
r_id406,p_id19,c_id177
r_id220,p_id650,c_id725
r_id969,p_id474,c_id815
r_id463,p_id70,c_id555
r_id88,p_id848,c_id547
r_id644,p_id813,c_id267
r_id635,p_id851,c_id898
r_id949,p_id740,c_id927
r_id766,p_id322,c_id261
r_id51,p_id99,c_id998
r_id791,p_id969,c_id930
r_id230,p_id603,c_id345
r_id244,p_id478,c_id668
r_id543,p_id612,c_id439
r_id969,p_id829,c_id653
r_id745,p_id952,c_id43
r_id228,p_id492,c_id137
r_id815,p_id814,c_id465
r_id458,p_id218,c_id49
r_id603,p_id362,c_id406
r_id823,p_id448,c_id445
r_id412,p_id152,c_id114
r_id299,p_id45,c_id250
r_id515,p_id747,c_id66
r_id839,p_id694,c_id289
r_id92,p_id215,c_id485
r_id59,p_id398,c_id190
r_id286,p_id181,c_id222
r_id892,p_id552,c_id223
r_id253,p_id15,c_id242
r_id716,p_id480,c_id246
r_id901,p_id23,c_id183
r_id208,p_id618,c_id478
r_id823,p_id680,c_id601
r_id410,p_id715,c_id205
r_id4,p_id73,c_id675
r_id667,p_id658,c_id794
r_id596,p_id839,c_id837
r_id666,p_id664,c_id519
r_id543,p_id445,c_id703
r_id299,p_id5,c_id931
r_id542,p_id13,c_id260
r_id254,p_id134,c_id17
r_id496,p_id436,c_id516
r_id675,p_id210,c_id2
r_id692,p_id319,c_id791
r_id47,p_id475,c_id573
r_id679,p_id583,c_id400
r_id905,p_id675,c_id628
r_id472,p_id964,c_id579
r_id607,p_id680,c_id616
r_id768,p_id253,c_id132
r_id780,p_id669,c_id672
r_id771,p_id374,c_id598
r_id200,p_id207,c_id152
r_id126,p_id110,c_id888
r_id197,p_id678,c_id442
r_id898,p_id961,c_id286
r_id790,p_id134,c_id258
r_id814,p_id855,c_id838
r_id66,p_id11,c_id935
r_id780,p_id66,c_id902
r_id496,p_id254,c_id805
r_id754,p_id995,c_id919
r_id363,p_id63,c_id716
r_id420,p_id187,c_id44
r_id818,p_id776,c_id29
r_id376,p_id503,c_id202
r_id265,p_id423,c_id710
r_id955,p_id941,c_id793
r_id177,p_id205,c_id272
r_id413,p_id884,c_id463
r_id370,p_id439,c_id284
r_id385,p_id210,c_id259
r_id16,p_id646,c_id625
r_id272,p_id926,c_id605
r_id307,p_id256,c_id910
r_id366,p_id554,c_id954
r_id176,p_id731,c_id982
r_id5,p_id205,c_id247
r_id441,p_id278,c_id281
r_id96,p_id92,c_id642
r_id250,p_id209,c_id626
r_id120,p_id13,c_id327
r_id538,p_id844,c_id599
r_id377,p_id133,c_id145
r_id338,p_id902,c_id814
r_id423,p_id623,c_id892
r_id197,p_id146,c_id221
r_id975,p_id238,c_id46
r_id863,p_id972,c_id197
r_id218,p_id73,c_id298
r_id732,p_id575,c_id413
r_id812,p_id31,c_id115
r_id711,p_id17,c_id544
r_id574,p_id582,c_id697
r_id754,p_id272,c_id157
r_id18,p_id875,c_id651
r_id827,p_id737,c_id415
r_id971,p_id111,c_id229
r_id706,p_id638,c_id572
r_id305,p_id609,c_id634
r_id147,p_id123,c_id808
r_id519,p_id813,c_id333
r_id650,p_id246,c_id708
r_id459,p_id312,c_id547
r_id896,p_id567,c_id546
r_id691,p_id729,c_id462
r_id913,p_id713,c_id133
r_id432,p_id476,c_id13
r_id457,p_id573,c_id230
r_id171,p_id372,c_id58
r_id689,p_id219,c_id34
r_id21,p_id210,c_id32
r_id189,p_id138,c_id709
r_id259,p_id64,c_id211
r_id812,p_id33,c_id48
r_id322,p_id130,c_id765
r_id155,p_id717,c_id824
r_id417,p_id915,c_id576
r_id248,p_id392,c_id117
r_id833,p_id456,c_id343
r_id905,p_id827,c_id654
r_id159,p_id847,c_id115
r_id272,p_id402,c_id3
r_id742,p_id444,c_id600
r_id517,p_id108,c_id45
r_id615,p_id123,c_id805
r_id146,p_id128,c_id911
r_id335,p_id222,c_id287
r_id551,p_id975,c_id807
r_id326,p_id4,c_id93
r_id306,p_id59,c_id227
r_id281,p_id776,c_id714
r_id46,p_id266,c_id67
r_id971,p_id13,c_id635
r_id13,p_id553,c_id684
r_id406,p_id453,c_id456
r_id870,p_id422,c_id982
r_id412,p_id824,c_id172
r_id267,p_id10,c_id639
r_id628,p_id336,c_id18
r_id802,p_id953,c_id712
r_id735,p_id245,c_id545
r_id463,p_id687,c_id147
r_id609,p_id161,c_id203
r_id42,p_id848,c_id260
r_id633,p_id381,c_id374
r_id46,p_id549,c_id834
r_id346,p_id485,c_id465
r_id405,p_id503,c_id144
r_id673,p_id58,c_id124
r_id473,p_id876,c_id325
r_id995,p_id17,c_id424
r_id331,p_id618,c_id966
r_id700,p_id437,c_id312
r_id712,p_id231,c_id565
r_id332,p_id127,c_id647
r_id986,p_id435,c_id910
r_id492,p_id389,c_id189
r_id232,p_id391,c_id232
r_id439,p_id728,c_id612
r_id781,p_id129,c_id375
r_id602,p_id666,c_id833
r_id586,p_id827,c_id980
r_id801,p_id360,c_id866
r_id517,p_id709,c_id723
r_id913,p_id658,c_id579
r_id159,p_id432,c_id890
r_id355,p_id846,c_id164
r_id553,p_id543,c_id812
r_id689,p_id858,c_id101
r_id787,p_id277,c_id701
r_id289,p_id654,c_id627
r_id244,p_id909,c_id529
r_id495,p_id496,c_id605
r_id970,p_id952,c_id264
r_id442,p_id118,c_id328
r_id223,p_id286,c_id45
r_id383,p_id142,c_id599
r_id48,p_id289,c_id762
r_id579,p_id826,c_id92
r_id493,p_id802,c_id468
r_id290,p_id296,c_id418
r_id194,p_id76,c_id865
r_id717,p_id348,c_id369
r_id498,p_id624,c_id187
r_id744,p_id831,c_id582
r_id424,p_id662,c_id876
r_id270,p_id335,c_id403
r_id10,p_id209,c_id318
r_id826,p_id12,c_id192
r_id577,p_id104,c_id52
r_id446,p_id722,c_id312
r_id192,p_id873,c_id936
r_id336,p_id654,c_id396
r_id883,p_id931,c_id520
r_id103,p_id571,c_id812
r_id897,p_id677,c_id205
r_id124,p_id281,c_id192
r_id271,p_id64,c_id222
r_id941,p_id8,c_id73
r_id69,p_id178,c_id358
r_id857,p_id61,c_id675
r_id388,p_id838,c_id947
r_id154,p_id420,c_id852
r_id593,p_id952,c_id873
r_id586,p_id285,c_id134
r_id334,p_id46,c_id112
r_id446,p_id201,c_id102
r_id706,p_id424,c_id493
r_id682,p_id48,c_id918
r_id556,p_id871,c_id0
r_id762,p_id246,c_id366
r_id166,p_id868,c_id506
