rental_id,customer_id,product_id
rnt00000,user9085,prd0260
rnt00001,user3019,prd0187
rnt00002,user8059,prd0254
rnt00003,user0010,prd0008
rnt00004,user5401,prd0084
rnt00005,user5157,prd0197
rnt00006,user8558,prd0200
rnt00007,user8683,prd0093
rnt00008,user2090,prd0122
rnt00009,user7280,prd0115
rnt00010,user6725,prd0217
rnt00011,user3302,prd0185
rnt00012,user1863,prd0169
rnt00013,user7547,prd0200
rnt00014,user9813,prd0237
rnt00015,user2365,prd0167
rnt00016,user4514,prd0018
rnt00017,user7536,prd0021
rnt00018,user5106,prd0145
rnt00019,user4783,prd0119
rnt00020,user2303,prd0145
rnt00021,user7771,prd0218
rnt00022,user8366,prd0260
rnt00023,user6628,prd0287
rnt00024,user2181,prd0227
rnt00025,user7385,prd0062
rnt00026,user5645,prd0085
rnt00027,user2296,prd0265
rnt00028,user7225,prd0167
rnt00029,user7812,prd0131
rnt00030,user3878,prd0123
rnt00031,user1647,prd0247
rnt00032,user9355,prd0033
rnt00033,user5682,prd0102
rnt00034,user8041,prd0115
rnt00035,user4757,prd0100
rnt00036,user6580,prd0117
rnt00037,user3824,prd0022
rnt00038,user0797,prd0115
rnt00039,user7655,prd0168
rnt00040,user1347,prd0157
rnt00041,user1373,prd0163
rnt00042,user0767,prd0112
rnt00043,user6916,prd0142
rnt00044,user4112,prd0109
rnt00045,user7651,prd0101
rnt00046,user7463,prd0125
rnt00047,user1751,prd0031
rnt00048,user4316,prd0235
rnt00049,user4439,prd0195
rnt00050,user7415,prd0017
rnt00051,user5097,prd0213
rnt00052,user0516,prd0231
rnt00053,user1962,prd0274
rnt00054,user6343,prd0128
rnt00055,user8488,prd0204
rnt00056,user9565,prd0268
rnt00057,user9549,prd0125
rnt00058,user2114,prd0225
rnt00059,user6595,prd0288
rnt00060,user0252,prd0090
rnt00061,user2982,prd0020
rnt00062,user3581,prd0289
rnt00063,user9783,prd0187
rnt00064,user0394,prd0267
rnt00065,user4286,prd0204
rnt00066,user7986,prd0198
rnt00067,user9803,prd0193
rnt00068,user0312,prd0128
rnt00069,user4850,prd0013
rnt00070,user8938,prd0131
rnt00071,user2451,prd0224
rnt00072,user3209,prd0161
rnt00073,user6537,prd0291
rnt00074,user4231,prd0094
rnt00075,user9530,prd0179
rnt00076,user0471,prd0226
rnt00077,user6756,prd0106
rnt00078,user2039,prd0041
rnt00079,user0094,prd0186
rnt00080,user0156,prd0211
rnt00081,user1794,prd0103
rnt00082,user0168,prd0110
rnt00083,user5540,prd0012
rnt00084,user0337,prd0087
rnt00085,user1579,prd0095
rnt00086,user4984,prd0033
rnt00087,user6699,prd0100
rnt00088,user1366,prd0287
rnt00089,user3933,prd0152
rnt00090,user4052,prd0131
rnt00091,user0134,prd0046
rnt00092,user2834,prd0071
rnt00093,user5892,prd0058
rnt00094,user7280,prd0199
rnt00095,user9122,prd0229
rnt00096,user1088,prd0094
rnt00097,user6441,prd0065
rnt00098,user2799,prd0113
rnt00099,user8660,prd0045
rnt00100,user0590,prd0083
rnt00101,user2434,prd0246
rnt00102,user1286,prd0120
rnt00103,user4608,prd0015
rnt00104,user4522,prd0121
rnt00105,user8465,prd0276
rnt00106,user5855,prd0053
rnt00107,user8239,prd0067
rnt00108,user0138,prd0113
rnt00109,user2614,prd0033
rnt00110,user9639,prd0022
rnt00111,user3433,prd0163
rnt00112,user1162,prd0204
rnt00113,user6666,prd0008
rnt00114,user3564,prd0036
rnt00115,user7370,prd0089
rnt00116,user7974,prd0070
rnt00117,user5122,prd0022
rnt00118,user9873,prd0267
rnt00119,user1584,prd0222
rnt00120,user0553,prd0059
rnt00121,user2670,prd0282
rnt00122,user9399,prd0222
rnt00123,user3299,prd0103
rnt00124,user0521,prd0242
rnt00125,user9738,prd0165
rnt00126,user3907,prd0073
rnt00127,user7917,prd0281
rnt00128,user3617,prd0040
rnt00129,user0617,prd0216
rnt00130,user4285,prd0121
rnt00131,user7277,prd0212
rnt00132,user4807,prd0265
rnt00133,user1111,prd0049
rnt00134,user9576,prd0215
rnt00135,user4363,prd0213
rnt00136,user5438,prd0057
rnt00137,user5850,prd0293
rnt00138,user6705,prd0259
rnt00139,user8311,prd0016
rnt00140,user6493,prd0221
rnt00141,user8580,prd0149
rnt00142,user7700,prd0006
rnt00143,user1551,prd0116
rnt00144,user0170,prd0145
rnt00145,user6663,prd0154
rnt00146,user0202,prd0164
rnt00147,user2128,prd0245
rnt00148,user2116,prd0082
rnt00149,user4428,prd0209
rnt00150,user4406,prd0126
rnt00151,user3706,prd0201
rnt00152,user8384,prd0096
rnt00153,user3334,prd0174
rnt00154,user2983,prd0223
rnt00155,user0505,prd0216
rnt00156,user4330,prd0044
rnt00157,user1448,prd0053
rnt00158,user0336,prd0101
rnt00159,user1869,prd0220
rnt00160,user9070,prd0074
rnt00161,user4989,prd0018
rnt00162,user3514,prd0176
rnt00163,user4947,prd0037
rnt00164,user2706,prd0255
rnt00165,user5785,prd0040
rnt00166,user6816,prd0241
rnt00167,user5931,prd0158
rnt00168,user5595,prd0231
rnt00169,user6892,prd0172
rnt00170,user4155,prd0125
rnt00171,user9412,prd0246
rnt00172,user8890,prd0153
rnt00173,user1859,prd0100
rnt00174,user0189,prd0003
rnt00175,user0239,prd0239
rnt00176,user7426,prd0233
rnt00177,user3067,prd0219
rnt00178,user2885,prd0080
rnt00179,user3176,prd0249
rnt00180,user1816,prd0288
rnt00181,user4000,prd0168
rnt00182,user8302,prd0120
rnt00183,user3680,prd0101
rnt00184,user3312,prd0008
rnt00185,user5644,prd0263
rnt00186,user3150,prd0219
rnt00187,user4656,prd0102
rnt00188,user8771,prd0120
rnt00189,user8191,prd0222
rnt00190,user2455,prd0165
rnt00191,user6963,prd0122
rnt00192,user3418,prd0014
rnt00193,user0289,prd0166
rnt00194,user2083,prd0189
rnt00195,user6810,prd0193
rnt00196,user6213,prd0083
rnt00197,user5108,prd0285
rnt00198,user4040,prd0163
rnt00199,user8443,prd0141
rnt00200,user5218,prd0235
rnt00201,user9594,prd0048
rnt00202,user1917,prd0110
rnt00203,user9837,prd0104
rnt00204,user0457,prd0259
rnt00205,user9670,prd0295
rnt00206,user5693,prd0119
rnt00207,user6071,prd0163
rnt00208,user8992,prd0280
rnt00209,user5419,prd0077
rnt00210,user1356,prd0160
rnt00211,user3296,prd0105
rnt00212,user4231,prd0129
rnt00213,user6033,prd0199
rnt00214,user6645,prd0262
rnt00215,user6263,prd0201
rnt00216,user0955,prd0101
rnt00217,user8373,prd0079
rnt00218,user7050,prd0013
rnt00219,user7520,prd0143
rnt00220,user6958,prd0014
rnt00221,user2398,prd0065
rnt00222,user9250,prd0115
rnt00223,user1505,prd0116
rnt00224,user4188,prd0039
rnt00225,user9152,prd0090
rnt00226,user2144,prd0180
rnt00227,user9741,prd0147
rnt00228,user3382,prd0065
rnt00229,user0915,prd0207
rnt00230,user5943,prd0020
rnt00231,user8710,prd0087
rnt00232,user3898,prd0204
rnt00233,user0709,prd0010
rnt00234,user7470,prd0056
rnt00235,user2650,prd0191
rnt00236,user7782,prd0194
rnt00237,user7346,prd0014
rnt00238,user1723,prd0064
rnt00239,user7833,prd0099
rnt00240,user6280,prd0246
rnt00241,user9096,prd0100
rnt00242,user8235,prd0162
rnt00243,user8862,prd0252
rnt00244,user0455,prd0058
rnt00245,user3331,prd0138
rnt00246,user9513,prd0142
rnt00247,user2096,prd0255
rnt00248,user7651,prd0020
rnt00249,user5987,prd0248
rnt00250,user4691,prd0192
rnt00251,user5361,prd0235
rnt00252,user6488,prd0225
rnt00253,user1672,prd0215
rnt00254,user1418,prd0010
rnt00255,user6555,prd0206
rnt00256,user8929,prd0172
rnt00257,user9878,prd0113
rnt00258,user1698,prd0127
rnt00259,user0536,prd0105
rnt00260,user0878,prd0215
rnt00261,user3540,prd0068
rnt00262,user5402,prd0292
rnt00263,user6280,prd0156
rnt00264,user1177,prd0192
rnt00265,user7848,prd0258
rnt00266,user0816,prd0230
rnt00267,user2889,prd0038
rnt00268,user0026,prd0038
rnt00269,user4526,prd0231
rnt00270,user8719,prd0210
rnt00271,user3893,prd0029
rnt00272,user3018,prd0021
rnt00273,user9923,prd0203
rnt00274,user1190,prd0006
rnt00275,user3927,prd0238
rnt00276,user6525,prd0112
rnt00277,user1224,prd0073
