"product_id","description","product_type","quantity_available"
"P01876","Some Product","Some Product Type",1876
"P00568","Some Product","Some Product Type",568
"P02990","Some Product","Some Product Type",2990
"P04392","Some Product","Some Product Type",4392
"P09635","Some Product","Some Product Type",9635
"P08402","Some Product","Some Product Type",8402
"P05156","Some Product","Some Product Type",5156
"P05206","Some Product","Some Product Type",5206
"P08045","Some Product","Some Product Type",8045
"P05245","Some Product","Some Product Type",5245
"P02212","Some Product","Some Product Type",2212
"P03181","Some Product","Some Product Type",3181
"P06499","Some Product","Some Product Type",6499
"P02943","Some Product","Some Product Type",2943
"P08653","Some Product","Some Product Type",8653
"P02442","Some Product","Some Product Type",2442
"P07919","Some Product","Some Product Type",7919
"P00539","Some Product","Some Product Type",539
"P06149","Some Product","Some Product Type",6149
"P01497","Some Product","Some Product Type",1497
"P09519","Some Product","Some Product Type",9519
"P04394","Some Product","Some Product Type",4394
"P07953","Some Product","Some Product Type",7953
"P00184","Some Product","Some Product Type",184
"P01456","Some Product","Some Product Type",1456
"P07344","Some Product","Some Product Type",7344
"P07244","Some Product","Some Product Type",7244
"P09254","Some Product","Some Product Type",9254
"P09036","Some Product","Some Product Type",9036
"P07707","Some Product","Some Product Type",7707
"P05152","Some Product","Some Product Type",5152
"P06395","Some Product","Some Product Type",6395
"P05550","Some Product","Some Product Type",5550
"P05967","Some Product","Some Product Type",5967
"P01851","Some Product","Some Product Type",1851
"P05799","Some Product","Some Product Type",5799
"P07144","Some Product","Some Product Type",7144
"P04655","Some Product","Some Product Type",4655
"P09256","Some Product","Some Product Type",9256
"P07943","Some Product","Some Product Type",7943
"P02190","Some Product","Some Product Type",2190
"P05989","Some Product","Some Product Type",5989
"P04230","Some Product","Some Product Type",4230
"P01367","Some Product","Some Product Type",1367
"P04036","Some Product","Some Product Type",4036
"P04996","Some Product","Some Product Type",4996
"P01141","Some Product","Some Product Type",1141
"P08586","Some Product","Some Product Type",8586
"P05642","Some Product","Some Product Type",5642
"P08986","Some Product","Some Product Type",8986
"P05714","Some Product","Some Product Type",5714
"P07738","Some Product","Some Product Type",7738
"P04089","Some Product","Some Product Type",4089
"P07324","Some Product","Some Product Type",7324
"P05700","Some Product","Some Product Type",5700
"P09543","Some Product","Some Product Type",9543
"P09228","Some Product","Some Product Type",9228
"P06787","Some Product","Some Product Type",6787
"P06733","Some Product","Some Product Type",6733
"P08907","Some Product","Some Product Type",8907
"P02830","Some Product","Some Product Type",2830
"P07695","Some Product","Some Product Type",7695
"P08348","Some Product","Some Product Type",8348
"P03194","Some Product","Some Product Type",3194
"P04895","Some Product","Some Product Type",4895
"P06203","Some Product","Some Product Type",6203
"P06379","Some Product","Some Product Type",6379
"P08761","Some Product","Some Product Type",8761
"P07642","Some Product","Some Product Type",7642
"P03558","Some Product","Some Product Type",3558
"P01063","Some Product","Some Product Type",1063
"P09729","Some Product","Some Product Type",9729
"P03953","Some Product","Some Product Type",3953
"P02636","Some Product","Some Product Type",2636
"P07730","Some Product","Some Product Type",7730
"P07500","Some Product","Some Product Type",7500
"P03678","Some Product","Some Product Type",3678
"P09285","Some Product","Some Product Type",9285
"P04783","Some Product","Some Product Type",4783
"P00827","Some Product","Some Product Type",827
"P08969","Some Product","Some Product Type",8969
"P07360","Some Product","Some Product Type",7360
"P07715","Some Product","Some Product Type",7715
"P01882","Some Product","Some Product Type",1882
"P08625","Some Product","Some Product Type",8625
"P09350","Some Product","Some Product Type",9350
"P09658","Some Product","Some Product Type",9658
"P05139","Some Product","Some Product Type",5139
"P00488","Some Product","Some Product Type",488
"P08880","Some Product","Some Product Type",8880
"P08465","Some Product","Some Product Type",8465
"P02778","Some Product","Some Product Type",2778
"P07830","Some Product","Some Product Type",7830
"P06017","Some Product","Some Product Type",6017
"P04280","Some Product","Some Product Type",4280
"P02323","Some Product","Some Product Type",2323
"P03667","Some Product","Some Product Type",3667
"P02872","Some Product","Some Product Type",2872
"P03439","Some Product","Some Product Type",3439
"P09638","Some Product","Some Product Type",9638
"P04459","Some Product","Some Product Type",4459
"P03001","Some Product","Some Product Type",3001
"P01988","Some Product","Some Product Type",1988
"P00354","Some Product","Some Product Type",354
"P02670","Some Product","Some Product Type",2670
"P09756","Some Product","Some Product Type",9756
"P05602","Some Product","Some Product Type",5602
"P05093","Some Product","Some Product Type",5093
"P07599","Some Product","Some Product Type",7599
"P06041","Some Product","Some Product Type",6041
"P08255","Some Product","Some Product Type",8255
"P05542","Some Product","Some Product Type",5542
"P06689","Some Product","Some Product Type",6689
"P06327","Some Product","Some Product Type",6327
"P08698","Some Product","Some Product Type",8698
"P01837","Some Product","Some Product Type",1837
"P00168","Some Product","Some Product Type",168
"P08795","Some Product","Some Product Type",8795
"P02097","Some Product","Some Product Type",2097
"P07971","Some Product","Some Product Type",7971
"P00039","Some Product","Some Product Type",39
"P06066","Some Product","Some Product Type",6066
"P05853","Some Product","Some Product Type",5853
"P02218","Some Product","Some Product Type",2218
"P00011","Some Product","Some Product Type",11
"P04834","Some Product","Some Product Type",4834
"P08427","Some Product","Some Product Type",8427
"P03438","Some Product","Some Product Type",3438
"P07334","Some Product","Some Product Type",7334
"P02349","Some Product","Some Product Type",2349
"P02249","Some Product","Some Product Type",2249
"P06557","Some Product","Some Product Type",6557
"P02466","Some Product","Some Product Type",2466
"P04310","Some Product","Some Product Type",4310
"P06932","Some Product","Some Product Type",6932
"P02919","Some Product","Some Product Type",2919
"P05360","Some Product","Some Product Type",5360
"P03919","Some Product","Some Product Type",3919
"P07550","Some Product","Some Product Type",7550
"P08122","Some Product","Some Product Type",8122
"P05402","Some Product","Some Product Type",5402
"P08639","Some Product","Some Product Type",8639
"P08066","Some Product","Some Product Type",8066
"P04833","Some Product","Some Product Type",4833
"P03722","Some Product","Some Product Type",3722
"P01376","Some Product","Some Product Type",1376
"P00432","Some Product","Some Product Type",432
"P04405","Some Product","Some Product Type",4405
"P00497","Some Product","Some Product Type",497
"P04028","Some Product","Some Product Type",4028
"P09293","Some Product","Some Product Type",9293
"P00602","Some Product","Some Product Type",602
"P07348","Some Product","Some Product Type",7348
"P04972","Some Product","Some Product Type",4972
"P05325","Some Product","Some Product Type",5325
"P07375","Some Product","Some Product Type",7375
"P08916","Some Product","Some Product Type",8916
"P06452","Some Product","Some Product Type",6452
"P06933","Some Product","Some Product Type",6933
"P06498","Some Product","Some Product Type",6498
"P08030","Some Product","Some Product Type",8030
"P09975","Some Product","Some Product Type",9975
"P01781","Some Product","Some Product Type",1781
"P07739","Some Product","Some Product Type",7739
"P06241","Some Product","Some Product Type",6241
"P04102","Some Product","Some Product Type",4102
"P09411","Some Product","Some Product Type",9411
"P01129","Some Product","Some Product Type",1129
"P03293","Some Product","Some Product Type",3293
"P05813","Some Product","Some Product Type",5813
"P00706","Some Product","Some Product Type",706
"P04168","Some Product","Some Product Type",4168
"P05510","Some Product","Some Product Type",5510
"P03613","Some Product","Some Product Type",3613
"P01956","Some Product","Some Product Type",1956
"P07364","Some Product","Some Product Type",7364
"P03129","Some Product","Some Product Type",3129
"P07275","Some Product","Some Product Type",7275
"P07482","Some Product","Some Product Type",7482
"P01909","Some Product","Some Product Type",1909
"P01364","Some Product","Some Product Type",1364
