2020-01-01 09:11:53,403 charges_calc.py:74  WARNING Rental {'product_code': 'PRD80', 'units_rented': 8, 'price_per_day': 31, 'rental_start': '6/12/17', 'rental_end': '3/22/17', 'total_days': -82} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD51', 'units_rented': 8, 'price_per_day': 20, 'rental_start': '8/26/18', 'rental_end': '7/29/18', 'total_days': -28} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD42', 'units_rented': 1, 'price_per_day': 16, 'rental_start': '7/10/17', 'rental_end': '5/31/17', 'total_days': -40} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD32', 'units_rented': 3, 'price_per_day': 12, 'rental_start': '10/25/18', 'rental_end': '7/4/18', 'total_days': -113} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD13', 'units_rented': 9, 'price_per_day': 6, 'rental_start': '11/3/18', 'rental_end': '7/28/16', 'total_days': -828} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD22', 'units_rented': 6, 'price_per_day': 27, 'rental_start': '3/15/18', 'rental_end': '8/27/17', 'total_days': -200} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD17', 'units_rented': 7, 'price_per_day': 26, 'rental_start': '9/29/17', 'rental_end': '4/29/16', 'total_days': -518} has length less than 1 day.
2020-01-01 09:11:53,450 charges_calc.py:74  WARNING Rental {'product_code': 'PRD55', 'units_rented': 4, 'price_per_day': 18, 'rental_start': '10/24/17', 'rental_end': '1/15/16', 'total_days': -648} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD0', 'units_rented': 7, 'price_per_day': 37, 'rental_start': '1/30/17', 'rental_end': '7/30/16', 'total_days': -184} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD52', 'units_rented': 10, 'price_per_day': 11, 'rental_start': '6/18/18', 'rental_end': '2/5/16', 'total_days': -864} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD5', 'units_rented': 10, 'price_per_day': 36, 'rental_start': '4/28/18', 'rental_end': '4/11/18', 'total_days': -17} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD59', 'units_rented': 9, 'price_per_day': 40, 'rental_start': '8/16/16', 'rental_end': '1/13/16', 'total_days': -216} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD6', 'units_rented': 8, 'price_per_day': 39, 'rental_start': '12/16/17', 'rental_end': '5/10/16', 'total_days': -585} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD2', 'units_rented': 9, 'price_per_day': 33, 'rental_start': '6/20/18', 'rental_end': '1/12/16', 'total_days': -890} has length less than 1 day.
2020-01-01 09:11:53,466 charges_calc.py:74  WARNING Rental {'product_code': 'PRD97', 'units_rented': 3, 'price_per_day': 33, 'rental_start': '8/31/17', 'rental_end': '2/9/16', 'total_days': -569} has length less than 1 day.
2020-01-01 09:11:53,497 charges_calc.py:74  WARNING Rental {'product_code': 'PRD28', 'units_rented': 5, 'price_per_day': 26, 'rental_start': '3/2/18', 'rental_end': '5/28/16', 'total_days': -643} has length less than 1 day.
