prd006,40-inch TV,livingroom,3
prd007,TV stand,livingroom,9
prd008,L-shaped sofa,livingroom,7
prd009,L-shaped sofa,livingroom,7
prd010,Desk,office,2
prd011,Computer,office,8
prd012,Dishwasher,kitchen,7
prd013,Desk lamp,office,9
prd014,Washing machine,laundry room,8
prd015,Dryer,laundry room,0
prd016,Dryer,laundry room,4
prd017,Vacuum,laundry room,1
prd018,40-inch TV,livingroom,1
prd019,Dishwasher,kitchen,8
prd020,Computer,office,7
prd021,Computer,office,4
prd022,Washing machine,laundry room,9
prd023,Vacuum,laundry room,7
prd024,Desk lamp,office,2
prd025,Vacuum,laundry room,8
prd026,60-inch TV,livingroom,4
prd027,60-inch TV,livingroom,9
prd028,Computer,office,6
prd029,Vacuum,laundry room,3
prd030,Desk lamp,office,9
prd031,Refrigerator,kitchen,8
prd032,60-inch TV,livingroom,7
prd033,Computer,office,7
prd034,Toaster,kitchen,1
prd035,40-inch TV,livingroom,2
prd036,Washing machine,laundry room,9
prd037,Oven,kitchen,8
prd038,40-inch TV,livingroom,7
prd039,Desk,office,9
prd040,Desk lamp,office,6
prd041,Desk,office,2
prd042,Desk,office,2
prd043,Refrigerator,kitchen,2
prd044,Vacuum,laundry room,2
prd045,L-shaped sofa,livingroom,0
prd046,Desk,office,6
prd047,Dishwasher,kitchen,0
prd048,Toaster,kitchen,1
prd049,Refrigerator,kitchen,5
prd050,Dishwasher,kitchen,0
prd051,L-shaped sofa,livingroom,6
prd052,L-shaped sofa,livingroom,1
prd053,Oven,kitchen,2
prd054,Dryer,laundry room,6
prd055,60-inch TV,livingroom,8
prd056,Dryer,laundry room,8
prd057,Desk lamp,office,8
prd058,L-shaped sofa,livingroom,7
prd059,L-shaped sofa,livingroom,8
prd060,40-inch TV,livingroom,4
prd061,Desk lamp,office,3
prd062,L-shaped sofa,livingroom,1
prd063,Dryer,laundry room,2
prd064,Computer,office,0
prd065,Washing machine,laundry room,7
prd066,Vacuum,laundry room,8
prd067,60-inch TV,livingroom,2
prd068,Computer,office,9
prd069,60-inch TV,livingroom,5
prd070,Dryer,laundry room,0
prd071,60-inch TV,livingroom,5
prd072,Toaster,kitchen,6
prd073,Dryer,laundry room,9
prd074,Oven,kitchen,0
prd075,L-shaped sofa,livingroom,3
prd076,TV stand,livingroom,0
prd077,Washing machine,laundry room,4
prd078,40-inch TV,livingroom,8
prd079,Washing machine,laundry room,2
prd080,Washing machine,laundry room,5
prd081,Washing machine,laundry room,3
prd082,Oven,kitchen,2
prd083,60-inch TV,livingroom,6
prd084,Vacuum,laundry room,9
prd085,Washing machine,laundry room,4
prd086,Oven,kitchen,6
prd087,60-inch TV,livingroom,4
prd088,Desk lamp,office,7
prd089,40-inch TV,livingroom,4
prd090,Desk lamp,office,3
prd091,Dryer,laundry room,4
prd092,Dishwasher,kitchen,9
prd093,Washing machine,laundry room,5
prd094,L-shaped sofa,livingroom,3
prd095,Washing machine,laundry room,7
prd096,Refrigerator,kitchen,0
prd097,Dishwasher,kitchen,7
prd098,Computer,office,5
prd099,Desk,office,3
prd100,Computer,office,2
prd101,60-inch TV,livingroom,1
prd102,Washing machine,laundry room,7
prd103,L-shaped sofa,livingroom,5
prd104,40-inch TV,livingroom,4
prd105,Vacuum,laundry room,2
prd106,Dryer,laundry room,6
prd107,Dryer,laundry room,4
prd108,TV stand,livingroom,0
prd109,Desk lamp,office,9
prd110,Desk,office,1
prd111,Washing machine,laundry room,5
prd112,Vacuum,laundry room,5
prd113,Dishwasher,kitchen,2
prd114,Oven,kitchen,7
prd115,Desk,office,0
prd116,40-inch TV,livingroom,2
prd117,Vacuum,laundry room,3
prd118,60-inch TV,livingroom,3
prd119,Dryer,laundry room,6
prd120,L-shaped sofa,livingroom,8
prd121,L-shaped sofa,livingroom,3
prd122,Washing machine,laundry room,1
prd123,Computer,office,8
prd124,Oven,kitchen,3
prd125,60-inch TV,livingroom,0
prd126,Desk lamp,office,8
prd127,L-shaped sofa,livingroom,1
prd128,Dryer,laundry room,5
prd129,Washing machine,laundry room,8
prd130,Vacuum,laundry room,1
prd131,L-shaped sofa,livingroom,2
prd132,L-shaped sofa,livingroom,4
prd133,Desk lamp,office,9
prd134,L-shaped sofa,livingroom,5
prd135,40-inch TV,livingroom,9
prd136,Desk,office,2
prd137,Desk,office,9
prd138,Toaster,kitchen,7
prd139,Dryer,laundry room,8
prd140,Oven,kitchen,1
prd141,60-inch TV,livingroom,8
prd142,Vacuum,laundry room,6
prd143,Desk lamp,office,1
prd144,Vacuum,laundry room,0
prd145,L-shaped sofa,livingroom,2
prd146,Desk lamp,office,7
prd147,Desk lamp,office,0
prd148,L-shaped sofa,livingroom,2
prd149,Refrigerator,kitchen,0
prd150,Toaster,kitchen,5
prd151,Washing machine,laundry room,8
prd152,L-shaped sofa,livingroom,8
prd153,Vacuum,laundry room,4
prd154,Vacuum,laundry room,2
prd155,Computer,office,4
prd156,Refrigerator,kitchen,2
prd157,Computer,office,1
prd158,Desk,office,4
prd159,Vacuum,laundry room,3
prd160,Toaster,kitchen,9
prd161,Dryer,laundry room,8
prd162,Desk lamp,office,8
prd163,Washing machine,laundry room,0
prd164,Desk,office,3
prd165,Desk lamp,office,8
prd166,Computer,office,6
prd167,TV stand,livingroom,1
prd168,Refrigerator,kitchen,4
prd169,Oven,kitchen,8
prd170,Dryer,laundry room,2
prd171,Desk lamp,office,8
prd172,Refrigerator,kitchen,6
prd173,40-inch TV,livingroom,5
prd174,60-inch TV,livingroom,5
prd175,Washing machine,laundry room,4
prd176,Washing machine,laundry room,4
prd177,Vacuum,laundry room,7
prd178,Vacuum,laundry room,0
prd179,Computer,office,8
prd180,Vacuum,laundry room,6
prd181,TV stand,livingroom,1
prd182,Dishwasher,kitchen,7
prd183,Oven,kitchen,8
prd184,60-inch TV,livingroom,2
prd185,Desk lamp,office,3
prd186,Washing machine,laundry room,0
prd187,60-inch TV,livingroom,5
prd188,60-inch TV,livingroom,1
prd189,TV stand,livingroom,3
prd190,Dishwasher,kitchen,3
prd191,Desk lamp,office,3
prd192,Vacuum,laundry room,7
prd193,Dryer,laundry room,5
prd194,Vacuum,laundry room,5
prd195,L-shaped sofa,livingroom,3
prd196,Computer,office,8
prd197,Washing machine,laundry room,4
prd198,Vacuum,laundry room,6
prd199,TV stand,livingroom,9
prd200,Computer,office,0
prd201,Dryer,laundry room,9
prd202,Desk lamp,office,0
prd203,Refrigerator,kitchen,1
prd204,Desk,office,1
prd205,L-shaped sofa,livingroom,7
prd206,L-shaped sofa,livingroom,4
prd207,Washing machine,laundry room,6
prd208,Computer,office,6
prd209,TV stand,livingroom,4
prd210,Desk lamp,office,1
prd211,Desk,office,7
prd212,Computer,office,8
prd213,Refrigerator,kitchen,3
prd214,40-inch TV,livingroom,2
prd215,Oven,kitchen,2
prd216,TV stand,livingroom,8
prd217,Oven,kitchen,4
prd218,Washing machine,laundry room,3
prd219,L-shaped sofa,livingroom,3
prd220,Vacuum,laundry room,5
prd221,Oven,kitchen,0
prd222,Dryer,laundry room,4
prd223,40-inch TV,livingroom,2
prd224,Dryer,laundry room,2
prd225,60-inch TV,livingroom,5
prd226,TV stand,livingroom,2
prd227,Toaster,kitchen,5
prd228,TV stand,livingroom,9
prd229,Vacuum,laundry room,6
prd230,TV stand,livingroom,4
prd231,Oven,kitchen,6
prd232,Desk,office,6
prd233,Washing machine,laundry room,8
prd234,Vacuum,laundry room,9
prd235,Oven,kitchen,0
prd236,Desk,office,9
prd237,Computer,office,0
prd238,Desk lamp,office,3
prd239,Desk lamp,office,7
prd240,Computer,office,4
prd241,Washing machine,laundry room,2
prd242,Oven,kitchen,1
prd243,Oven,kitchen,7
prd244,TV stand,livingroom,2
prd245,Washing machine,laundry room,5
prd246,Computer,office,6
prd247,Washing machine,laundry room,5
prd248,40-inch TV,livingroom,6
prd249,Toaster,kitchen,0
prd250,Refrigerator,kitchen,0
prd251,Computer,office,6
prd252,Dishwasher,kitchen,9
prd253,Oven,kitchen,1
prd254,Computer,office,9
prd255,Computer,office,1
prd256,Desk lamp,office,5
prd257,Computer,office,0
prd258,Oven,kitchen,5
prd259,Desk lamp,office,0
prd260,60-inch TV,livingroom,4
prd261,Washing machine,laundry room,5
prd262,Desk,office,2
prd263,Vacuum,laundry room,8
prd264,60-inch TV,livingroom,1
prd265,60-inch TV,livingroom,8
prd266,60-inch TV,livingroom,3
prd267,Desk,office,4
prd268,Toaster,kitchen,6
prd269,Washing machine,laundry room,7
prd270,60-inch TV,livingroom,7
prd271,Vacuum,laundry room,4
prd272,Toaster,kitchen,3
prd273,60-inch TV,livingroom,0
prd274,Vacuum,laundry room,1
prd275,40-inch TV,livingroom,3
prd276,L-shaped sofa,livingroom,6
prd277,Toaster,kitchen,8
prd278,Desk lamp,office,9
prd279,Dryer,laundry room,5
prd280,Computer,office,4
prd281,60-inch TV,livingroom,4
prd282,Desk lamp,office,3
prd283,Washing machine,laundry room,6
prd284,Dryer,laundry room,9
prd285,Dishwasher,kitchen,6
prd286,Refrigerator,kitchen,6
prd287,Computer,office,1
prd288,Washing machine,laundry room,4
prd289,TV stand,livingroom,1
prd290,Dishwasher,kitchen,5
prd291,L-shaped sofa,livingroom,1
prd292,Dishwasher,kitchen,3
prd293,Toaster,kitchen,7
prd294,Washing machine,laundry room,9
prd295,Washing machine,laundry room,8
prd296,Computer,office,9
prd297,Vacuum,laundry room,5
prd298,Vacuum,laundry room,4
prd299,Desk,office,3
prd300,Desk,office,7
prd301,Dryer,laundry room,3
prd302,60-inch TV,livingroom,9
prd303,60-inch TV,livingroom,1
prd304,60-inch TV,livingroom,4
prd305,Desk lamp,office,5
prd306,TV stand,livingroom,8
prd307,Vacuum,laundry room,4
prd308,Vacuum,laundry room,7
prd309,Dishwasher,kitchen,1
prd310,Toaster,kitchen,0
prd311,Oven,kitchen,4
prd312,Washing machine,laundry room,4
prd313,60-inch TV,livingroom,7
prd314,Desk lamp,office,2
prd315,Desk,office,5
prd316,Desk lamp,office,1
prd317,TV stand,livingroom,0
prd318,Dishwasher,kitchen,7
prd319,Desk,office,8
prd320,Desk lamp,office,5
prd321,Dishwasher,kitchen,1
prd322,40-inch TV,livingroom,6
prd323,Dryer,laundry room,4
prd324,Dryer,laundry room,6
prd325,Vacuum,laundry room,0
prd326,TV stand,livingroom,2
prd327,40-inch TV,livingroom,1
prd328,Toaster,kitchen,6
prd329,Vacuum,laundry room,2
prd330,L-shaped sofa,livingroom,8
prd331,Vacuum,laundry room,6
prd332,Washing machine,laundry room,7
prd333,Desk lamp,office,0
prd334,Desk lamp,office,7
prd335,Toaster,kitchen,5
prd336,40-inch TV,livingroom,4
prd337,60-inch TV,livingroom,2
prd338,Dishwasher,kitchen,6
prd339,Vacuum,laundry room,0
prd340,Desk lamp,office,0
prd341,40-inch TV,livingroom,2
prd342,Toaster,kitchen,1
prd343,Desk,office,8
prd344,Vacuum,laundry room,0
prd345,Desk,office,3
prd346,L-shaped sofa,livingroom,9
prd347,Desk,office,1
prd348,40-inch TV,livingroom,8
prd349,40-inch TV,livingroom,1
prd350,Desk,office,9
prd351,L-shaped sofa,livingroom,5
prd352,L-shaped sofa,livingroom,4
prd353,Computer,office,9
prd354,Washing machine,laundry room,1
prd355,40-inch TV,livingroom,6
prd356,L-shaped sofa,livingroom,6
prd357,Computer,office,0
prd358,TV stand,livingroom,2
prd359,40-inch TV,livingroom,3
prd360,Desk,office,7
prd361,Vacuum,laundry room,3
prd362,Desk lamp,office,9
prd363,Washing machine,laundry room,5
prd364,Desk lamp,office,1
prd365,40-inch TV,livingroom,8
prd366,Computer,office,7
prd367,Desk lamp,office,0
prd368,Washing machine,laundry room,2
prd369,Desk lamp,office,5
prd370,Desk,office,9
prd371,Desk,office,8
prd372,Dishwasher,kitchen,2
prd373,Computer,office,5
prd374,Dishwasher,kitchen,5
